"","Ti","Ni","Cu","Hf","Zr","Nb","Co","Cr","Fe","Mn","Pd","delta.r.mix","H.mix","ou.mix","VEC.mix","numa","mean","sd","SKO"
"42117",0.274,0.476,0,0.25,0,0,0,0,0,0,0,0.808916549,0.194060542,0.254639756,0.535135135,0.25,31.0464221863508,3.08276308933403,0.385163133059496
"42116",0.276,0.476,0,0.248,0,0,0,0,0,0,0,0.804800521,0.195530845,0.254592737,0.535135135,0.25,31.0129484099804,3.08726803331755,0.380732550105524
"42115",0.278,0.476,0,0.246,0,0,0,0,0,0,0,0.800667885,0.197001147,0.254523746,0.535135135,0.25,30.9800102805853,3.09157384795448,0.376376457388601
"42114",0.28,0.476,0,0.244,0,0,0,0,0,0,0,0.796518565,0.19847145,0.254432755,0.535135135,0.25,30.9469426645154,3.09568184036087,0.371983539805564
"42113",0.282,0.476,0,0.242,0,0,0,0,0,0,0,0.79235248,0.199941753,0.254319735,0.535135135,0.25,30.9141798716471,3.09985631360475,0.367698011075518
"42112",0.284,0.476,0,0.24,0,0,0,0,0,0,0,0.788169551,0.201412055,0.254184652,0.535135135,0.25,30.8817172095754,3.10396373031356,0.363481618685179
"42111",0.286,0.476,0,0.238,0,0,0,0,0,0,0,0.783969696,0.202882358,0.25402747,0.535135135,0.25,30.8489243983805,3.10799852569988,0.359229904252274
"84133",0.272,0.478,0,0.25,0,0,0,0,0,0,0,0.812071837,0.192577884,0.253139362,0.551351351,0.25,31.4449596610184,2.74583077479041,0.358925431690735
"42110",0.288,0.476,0,0.236,0,0,0,0,0,0,0,0.779752835,0.204352661,0.253848152,0.535135135,0.25,30.8159943637939,3.11182093307371,0.354938534000913
"84132",0.274,0.478,0,0.248,0,0,0,0,0,0,0,0.807943296,0.194054364,0.253104551,0.551351351,0.25,31.408441708278,2.75031730645311,0.354049727907131
"42109",0.29,0.476,0,0.234,0,0,0,0,0,0,0,0.775518885,0.205822964,0.253646656,0.535135135,0.25,30.7796449824279,3.11703846603148,0.350509231837515
"84131",0.276,0.478,0,0.246,0,0,0,0,0,0,0,0.803798113,0.195530845,0.253047716,0.551351351,0.25,31.3739923445754,2.75441703494346,0.349457312128352
"42108",0.292,0.476,0,0.232,0,0,0,0,0,0,0,0.771267763,0.207293266,0.253422939,0.535135135,0.25,30.7408520366705,3.12303585624626,0.345942497254069
"84130",0.278,0.478,0,0.244,0,0,0,0,0,0,0,0.79963621,0.197007325,0.252968832,0.551351351,0.25,31.3397358865832,2.75804372769726,0.344809983748934
"42107",0.294,0.476,0,0.23,0,0,0,0,0,0,0,0.766999385,0.208763569,0.253176954,0.535135135,0.25,30.7029580707717,3.12902924511989,0.34156309025202
"84129",0.28,0.478,0,0.242,0,0,0,0,0,0,0,0.795457509,0.198483805,0.252867869,0.551351351,0.25,31.3053976651449,2.76118244796816,0.340061091812335
"42106",0.296,0.476,0,0.228,0,0,0,0,0,0,0,0.762713668,0.210233872,0.252908651,0.535135135,0.25,30.665934572122,3.13492474208829,0.337338303904154
"84128",0.282,0.478,0,0.24,0,0,0,0,0,0,0,0.791261927,0.199960286,0.252744794,0.551351351,0.25,31.2717409033134,2.7639188626971,0.33535993043052
"42105",0.298,0.476,0,0.226,0,0,0,0,0,0,0,0.758410524,0.211704174,0.252617979,0.535135135,0.25,30.6305813020584,3.14047582144789,0.333324244160792
"84127",0.284,0.478,0,0.238,0,0,0,0,0,0,0,0.787049385,0.201436766,0.252599573,0.551351351,0.25,31.2381876921786,2.76632654516797,0.330633387667256
"42104",0.3,0.476,0,0.224,0,0,0,0,0,0,0,0.75408987,0.213174477,0.252304882,0.535135135,0.25,30.5938876525304,3.14582597981875,0.329095568834447
"42103",0.302,0.476,0,0.222,0,0,0,0,0,0,0,0.749751616,0.21464478,0.251969302,0.535135135,0.25,30.5642835923662,3.15373654842997,0.326619298704666
"42102",0.304,0.476,0,0.22,0,0,0,0,0,0,0,0.745395677,0.216115083,0.251611179,0.535135135,0.25,30.542586842344,3.1648804152297,0.326156685383329
"84126",0.286,0.478,0,0.236,0,0,0,0,0,0,0,0.7828198,0.202913247,0.252432169,0.551351351,0.25,31.2043764528773,2.76837627318176,0.325818174901701
"42101",0.306,0.476,0,0.218,0,0,0,0,0,0,0,0.741021962,0.217585385,0.251230447,0.535135135,0.25,30.5146806552959,3.17640595172443,0.324862087647469
"42100",0.308,0.476,0,0.216,0,0,0,0,0,0,0,0.736630382,0.219055688,0.25082704,0.535135135,0.25,30.486072267371,3.18775974598081,0.323427810762254
"42099",0.31,0.476,0,0.214,0,0,0,0,0,0,0,0.732220848,0.220525991,0.250400888,0.535135135,0.25,30.4566340634939,3.19900097536511,0.321851593566464
"84125",0.288,0.478,0,0.234,0,0,0,0,0,0,0,0.778573091,0.204389727,0.252242542,0.551351351,0.25,31.1704699415089,2.76990980431256,0.320901506180237
"42098",0.312,0.476,0,0.212,0,0,0,0,0,0,0,0.727793267,0.221996293,0.249951918,0.535135135,0.25,30.4205702347251,3.2104536669539,0.319362631829935
"42097",0.314,0.476,0,0.21,0,0,0,0,0,0,0,0.723347548,0.223466596,0.249480053,0.535135135,0.25,30.3818048968313,3.22267800317288,0.316690062878765
"84124",0.29,0.478,0,0.232,0,0,0,0,0,0,0,0.774309173,0.205866208,0.252030648,0.551351351,0.25,31.1332711525098,2.77212038608157,0.315704622139324
"42096",0.316,0.476,0,0.208,0,0,0,0,0,0,0,0.718883598,0.224936899,0.248985213,0.535135135,0.25,30.3428024094237,3.23473000547346,0.313966175986038
"168165",0.268,0.482,0,0.25,0,0,0,0,0,0,0,0.818299276,0.1897979,0.250162345,0.583783784,0.25,31.1596316699889,2.7456776626221,0.312875839026402
"42095",0.318,0.476,0,0.206,0,0,0,0,0,0,0,0.714401323,0.226407201,0.248467315,0.535135135,0.25,30.3079133559554,3.24888198962379,0.312368504824131
"168164",0.27,0.482,0,0.248,0,0,0,0,0,0,0,0.814145586,0.191286736,0.250152136,0.583783784,0.25,31.163317320744,2.73574596556766,0.310857017552935
"42094",0.32,0.476,0,0.204,0,0,0,0,0,0,0,0.709900627,0.227877504,0.247926273,0.535135135,0.25,30.2710947288986,3.26370773274012,0.310669553825254
"84123",0.292,0.478,0,0.23,0,0,0,0,0,0,0,0.770027963,0.207342688,0.251796442,0.551351351,0.25,31.0939799494996,2.77450093119972,0.310291900771677
"42093",0.322,0.476,0,0.202,0,0,0,0,0,0,0,0.705381415,0.229347807,0.247361997,0.535135135,0.25,30.2334179369509,3.27875554708239,0.308915796140487
"42092",0.324,0.476,0,0.2,0,0,0,0,0,0,0,0.700843591,0.23081811,0.246774393,0.535135135,0.25,30.1956110378275,3.29373935604747,0.307143217442468
"168163",0.272,0.482,0,0.246,0,0,0,0,0,0,0,0.809975185,0.192775571,0.250119797,0.583783784,0.25,31.1363214292188,2.73562471721507,0.306701399038739
"42091",0.326,0.476,0,0.198,0,0,0,0,0,0,0,0.696287056,0.232288412,0.246163365,0.535135135,0.25,30.1575937596886,3.3086578286509,0.305340753393333
"84122",0.294,0.478,0,0.228,0,0,0,0,0,0,0,0.765729376,0.208819169,0.251539875,0.551351351,0.25,31.0544935932061,2.77721467331186,0.305001083717644
"42090",0.328,0.476,0,0.196,0,0,0,0,0,0,0,0.691711712,0.233758715,0.245528812,0.535135135,0.25,30.1170086231806,3.32354630454008,0.30318866934866
"168162",0.274,0.482,0,0.244,0,0,0,0,0,0,0,0.805787994,0.194264407,0.250065302,0.583783784,0.25,31.1105771253935,2.73534210852003,0.302730505898524
"42089",0.33,0.476,0,0.194,0,0,0,0,0,0,0,0.687117458,0.235229018,0.24487063,0.535135135,0.25,30.0727214369729,3.3383555653243,0.300526393729601
"84121",0.296,0.478,0,0.226,0,0,0,0,0,0,0,0.761413326,0.210295649,0.251260895,0.551351351,0.25,31.0145282879685,2.78017734269616,0.299766970738399
"168161",0.276,0.482,0,0.242,0,0,0,0,0,0,0,0.801583933,0.195753243,0.249988625,0.583783784,0.25,31.0868768956199,2.73502007245474,0.299089712387867
"42088",0.332,0.476,0,0.192,0,0,0,0,0,0,0,0.682504196,0.23669932,0.244188711,0.535135135,0.25,30.0283409789877,3.35312058015647,0.297869713409854
"101",0.276,0.474,0,0.25,0,0,0,0,0,0,0,0.805733498,0.195604977,0.256148329,0.518918919,0.25,29.6524260774979,3.57324765678614,0.297719804115932
"168160",0.278,0.482,0,0.24,0,0,0,0,0,0,0,0.797362921,0.197242079,0.249889735,0.583783784,0.25,31.0628351714931,2.73413907637414,0.295286259976383
"42087",0.334,0.476,0,0.19,0,0,0,0,0,0,0,0.677871822,0.238169623,0.243482942,0.535135135,0.25,29.9828679735802,3.36785024382866,0.295085254846193
"84120",0.298,0.478,0,0.224,0,0,0,0,0,0,0,0.757079727,0.21177213,0.250959449,0.551351351,0.25,30.97461789284,2.78255444416118,0.294459274131033
"100",0.278,0.474,0,0.248,0,0,0,0,0,0,0,0.801629942,0.197069102,0.256089161,0.518918919,0.25,29.6233054622185,3.57233288792569,0.293668290699607
"42086",0.336,0.476,0,0.188,0,0,0,0,0,0,0,0.673220233,0.239639926,0.242753208,0.535135135,0.25,29.9320047535539,3.38246453686134,0.291580656542819
"168159",0.28,0.482,0,0.238,0,0,0,0,0,0,0,0.793124876,0.198730915,0.2497686,0.583783784,0.25,31.0388523753598,2.73268204717542,0.291378806418986
"99",0.28,0.474,0,0.246,0,0,0,0,0,0,0,0.797509813,0.198533227,0.256008071,0.518918919,0.25,29.5941472275365,3.57134732449088,0.28963602245516
"84119",0.3,0.478,0,0.222,0,0,0,0,0,0,0,0.752728492,0.21324861,0.250635479,0.551351351,0.25,30.9332241922679,2.78438393911196,0.288867974713803
"42085",0.338,0.476,0,0.186,0,0,0,0,0,0,0,0.668549327,0.241110229,0.241999388,0.535135135,0.25,29.8810776264157,3.39697088477346,0.288088853365241
"84117",0.304,0.478,0,0.218,0,0,0,0,0,0,0,0.743972757,0.216201571,0.249919722,0.551351351,0.25,30.8840116142172,2.80914146212444,0.287875193682196
"84114",0.31,0.478,0,0.212,0,0,0,0,0,0,0,0.73070465,0.220631012,0.248675551,0.551351351,0.25,30.8108562280839,2.85148355398752,0.287768883842319
"84116",0.306,0.478,0,0.216,0,0,0,0,0,0,0,0.739568079,0.217678051,0.249527806,0.551351351,0.25,30.8598408450205,2.82274836934408,0.287746295732784
"84118",0.302,0.478,0,0.22,0,0,0,0,0,0,0,0.748359531,0.21472509,0.250288925,0.551351351,0.25,30.9060060810353,2.79508699240857,0.287578520392232
"168158",0.282,0.482,0,0.236,0,0,0,0,0,0,0,0.788869716,0.200219751,0.249625184,0.583783784,0.25,31.0158217752684,2.73066992588953,0.287505393323302
"84113",0.312,0.478,0,0.21,0,0,0,0,0,0,0,0.726245714,0.222107493,0.248215063,0.551351351,0.25,30.7798795301259,2.86828769729773,0.287447194684654
"84115",0.308,0.478,0,0.214,0,0,0,0,0,0,0,0.735145407,0.219154532,0.249113106,0.551351351,0.25,30.8348526149099,2.83604619919698,0.287423774229479
"84112",0.314,0.478,0,0.208,0,0,0,0,0,0,0,0.721768506,0.223583973,0.247731564,0.551351351,0.25,30.7476471057796,2.88509201150369,0.286947382446795
"84111",0.316,0.478,0,0.206,0,0,0,0,0,0,0,0.717272932,0.225060454,0.247224971,0.551351351,0.25,30.7155633017424,2.90166926635317,0.286415676793888
"84110",0.318,0.478,0,0.204,0,0,0,0,0,0,0,0.712758897,0.226536934,0.2466952,0.551351351,0.25,30.6825594412466,2.91855567634117,0.285831067639636
"98",0.282,0.474,0,0.244,0,0,0,0,0,0,0,0.793373033,0.199997352,0.25590503,0.518918919,0.25,29.5652004366229,3.5709727541928,0.28580630578527
"84109",0.32,0.478,0,0.202,0,0,0,0,0,0,0,0.708226305,0.228013415,0.246142159,0.551351351,0.25,30.6463551836147,2.9367641056423,0.28511715310588
"42084",0.34,0.476,0,0.184,0,0,0,0,0,0,0,0.663858998,0.242580531,0.241221359,0.535135135,0.25,29.8312078775251,3.41159819033952,0.284809393312275
"84108",0.322,0.478,0,0.2,0,0,0,0,0,0,0,0.703675058,0.229489895,0.245565758,0.551351351,0.25,30.6100171348982,2.95485223839905,0.284359891802324
"84107",0.324,0.478,0,0.198,0,0,0,0,0,0,0,0.699105058,0.230966375,0.244965898,0.551351351,0.25,30.5735528964798,2.97281683207546,0.283560265824004
"168157",0.284,0.482,0,0.234,0,0,0,0,0,0,0,0.784597358,0.201708587,0.249459447,0.583783784,0.25,30.9919596831213,2.72870365200075,0.283556633673203
"84106",0.326,0.478,0,0.196,0,0,0,0,0,0,0,0.694516207,0.232442856,0.244342482,0.551351351,0.25,30.5367013242318,2.99097012360216,0.282757020580514
"97",0.284,0.474,0,0.242,0,0,0,0,0,0,0,0.789219523,0.201461477,0.255780007,0.518918919,0.25,29.5367562239801,3.5707463557529,0.282110606444885
"42083",0.342,0.476,0,0.182,0,0,0,0,0,0,0,0.65914914,0.244050834,0.240418992,0.535135135,0.25,29.7810620829481,3.42685076127975,0.281676075616447
"84105",0.328,0.478,0,0.194,0,0,0,0,0,0,0,0.689908404,0.233919336,0.243695403,0.551351351,0.25,30.4939821588351,3.01006510966328,0.281370976690072
"84104",0.33,0.478,0,0.192,0,0,0,0,0,0,0,0.685281547,0.235395817,0.243024556,0.551351351,0.25,30.4493790081453,3.02903863864346,0.279709832800149
"168156",0.286,0.482,0,0.232,0,0,0,0,0,0,0,0.780307719,0.203197423,0.249271351,0.583783784,0.25,30.9677582397949,2.72605490297554,0.279426725154508
"42082",0.344,0.476,0,0.18,0,0,0,0,0,0,0,0.654419645,0.245521137,0.239592154,0.535135135,0.25,29.7316732959694,3.44208680167787,0.278676807499169
"96",0.286,0.474,0,0.24,0,0,0,0,0,0,0,0.785049204,0.202925602,0.255632968,0.518918919,0.25,29.5080864873974,3.57051265055936,0.278420283437662
"84103",0.332,0.478,0,0.19,0,0,0,0,0,0,0,0.680635536,0.236872297,0.242329829,0.551351351,0.25,30.4048720376665,3.04790717959878,0.278053141795536
"84102",0.334,0.478,0,0.188,0,0,0,0,0,0,0,0.675970266,0.238348778,0.241611105,0.551351351,0.25,30.3555292035795,3.06665678909324,0.275730861545689
"42081",0.346,0.476,0,0.178,0,0,0,0,0,0,0,0.649670407,0.246991439,0.238740707,0.535135135,0.25,29.6802720255368,3.45736234658132,0.275467522409652
"168155",0.288,0.482,0,0.23,0,0,0,0,0,0,0,0.776000712,0.204686259,0.249060849,0.583783784,0.25,30.9432168080691,2.72269265663587,0.275113160713018
"95",0.288,0.474,0,0.238,0,0,0,0,0,0,0,0.780861995,0.204389727,0.255463878,0.518918919,0.25,29.479370463473,3.57021168005877,0.274745475059444
"84101",0.336,0.478,0,0.186,0,0,0,0,0,0,0,0.671285634,0.239825258,0.240868267,0.551351351,0.25,30.3008291815167,3.08611591520045,0.272881835804603
"42080",0.348,0.476,0,0.176,0,0,0,0,0,0,0,0.644901315,0.248461742,0.23786451,0.535135135,0.25,29.6283590747454,3.47259425386835,0.272226928533859
"94",0.29,0.474,0,0.236,0,0,0,0,0,0,0,0.776657814,0.205853852,0.255272696,0.518918919,0.25,29.4479495954236,3.57066680522887,0.270934357627838
"168154",0.29,0.482,0,0.228,0,0,0,0,0,0,0,0.771676253,0.206175095,0.248827895,0.583783784,0.25,30.9173440886918,2.71976439499184,0.27076050360955
"84100",0.338,0.478,0,0.184,0,0,0,0,0,0,0,0.666581534,0.241301739,0.240101189,0.551351351,0.25,30.2453126190653,3.10577686379604,0.270008420297333
"42079",0.35,0.476,0,0.174,0,0,0,0,0,0,0,0.640112259,0.249932045,0.236963415,0.535135135,0.25,29.5747779116608,3.4877574775196,0.268807418909082
"84099",0.34,0.478,0,0.182,0,0,0,0,0,0,0,0.66185786,0.242778219,0.239309744,0.551351351,0.25,30.1919192366169,3.12536730113032,0.267435933910799
"168153",0.292,0.482,0,0.226,0,0,0,0,0,0,0,0.767334256,0.207663931,0.24857244,0.583783784,0.25,30.894183739668,2.71750349284339,0.266988379742662
"93",0.292,0.474,0,0.234,0,0,0,0,0,0,0,0.772436581,0.207317977,0.255059381,0.518918919,0.25,29.4144353234054,3.5714923259712,0.266986119933357
"168137",0.324,0.482,0,0.194,0,0,0,0,0,0,0,0.69540332,0.231485306,0.241372347,0.583783784,0.25,30.6603687900383,2.84853351600662,0.266041076570159
"168136",0.326,0.482,0,0.192,0,0,0,0,0,0,0,0.690749123,0.232974142,0.240723718,0.583783784,0.25,30.6221511838354,2.86916454389867,0.265701641922578
"168138",0.322,0.482,0,0.196,0,0,0,0,0,0,0,0.700038377,0.22999647,0.24199714,0.583783784,0.25,30.6871209104545,2.83148828052327,0.265665857481546
"168144",0.31,0.482,0,0.208,0,0,0,0,0,0,0,0.727452391,0.221063454,0.245251045,0.583783784,0.25,30.8233962948055,2.75199124671243,0.265467355365282
"42078",0.352,0.476,0,0.172,0,0,0,0,0,0,0,0.635303128,0.251402348,0.236037271,0.535135135,0.25,29.520661892441,3.50285403529336,0.265356106621882
"168145",0.308,0.482,0,0.21,0,0,0,0,0,0,0,0.731956258,0.219574618,0.245711759,0.583783784,0.25,30.8387472504729,2.7422124547379,0.265247015819817
"168139",0.32,0.482,0,0.198,0,0,0,0,0,0,0,0.704654394,0.228507634,0.242598204,0.583783784,0.25,30.7132011894197,2.81442046193844,0.26519180615019
"168143",0.312,0.482,0,0.206,0,0,0,0,0,0,0,0.722930076,0.22255229,0.244767163,0.583783784,0.25,30.8034543135021,2.7618944375593,0.265086269564123
"84098",0.342,0.478,0,0.18,0,0,0,0,0,0,0,0.657114503,0.244254699,0.2384938,0.551351351,0.25,30.1382341106038,3.14487074610824,0.264839158046275
"168140",0.318,0.482,0,0.2,0,0,0,0,0,0,0,0.709251473,0.227018798,0.243175642,0.583783784,0.25,30.7392713258312,2.79712907660427,0.264661243632878
"168142",0.314,0.482,0,0.204,0,0,0,0,0,0,0,0.718389216,0.224041126,0.244260028,0.583783784,0.25,30.7837319575839,2.77127094078753,0.264611376992185
"168135",0.328,0.482,0,0.19,0,0,0,0,0,0,0,0.686075682,0.234462978,0.240051143,0.583783784,0.25,30.5779584255514,2.88969410596862,0.26453537353468
"168141",0.316,0.482,0,0.202,0,0,0,0,0,0,0,0.713829714,0.225529962,0.243729551,0.583783784,0.25,30.7645672425971,2.78036237456717,0.264146669623517
"168152",0.294,0.482,0,0.224,0,0,0,0,0,0,0,0.762974633,0.209152767,0.248294429,0.583783784,0.25,30.8747817325826,2.71493494522876,0.263693624681244
"168146",0.306,0.482,0,0.212,0,0,0,0,0,0,0,0.736441771,0.218085782,0.246149385,0.583783784,0.25,30.8386051565359,2.73402337507966,0.263276626442519
"168134",0.33,0.482,0,0.188,0,0,0,0,0,0,0,0.681382893,0.235951814,0.239354508,0.583783784,0.25,30.5331118387041,2.91009517744815,0.263261872439249
"92",0.294,0.474,0,0.232,0,0,0,0,0,0,0,0.768198211,0.208782102,0.254823889,0.518918919,0.25,29.381130068716,3.57227948537512,0.263099346386453
"210181",0.266,0.484,0,0.25,0,0,0,0,0,0,0,0.821371503,0.188500574,0.248685345,0.6,0.25,31.1208999223081,2.57019762329796,0.262915007013199
"210180",0.268,0.484,0,0.248,0,0,0,0,0,0,0,0.817205177,0.189995587,0.248687534,0.6,0.25,31.1351306156532,2.56030770167262,0.262493884503023
"84097",0.344,0.478,0,0.178,0,0,0,0,0,0,0,0.652351357,0.24573118,0.237653219,0.551351351,0.25,30.0848928258727,3.1642427650299,0.262291197200248
"42077",0.354,0.476,0,0.17,0,0,0,0,0,0,0,0.630473807,0.25287265,0.235085921,0.535135135,0.25,29.4662990499257,3.51788794033322,0.261911061927045
"168147",0.304,0.482,0,0.214,0,0,0,0,0,0,0,0.740909025,0.216596946,0.246564001,0.583783784,0.25,30.8382610249551,2.7254748607363,0.26119903635664
"168151",0.296,0.482,0,0.222,0,0,0,0,0,0,0,0.758597296,0.210641603,0.247993809,0.583783784,0.25,30.8596801853335,2.71181688340089,0.26088136668104
"168133",0.332,0.482,0,0.186,0,0,0,0,0,0,0,0.676670651,0.23744065,0.238633694,0.583783784,0.25,30.4795777244501,2.93052901996547,0.260854997550231
"210179",0.27,0.484,0,0.246,0,0,0,0,0,0,0,0.813022104,0.191490601,0.248667537,0.6,0.25,31.1361412606513,2.55267640101852,0.260776108812518
"84096",0.346,0.478,0,0.176,0,0,0,0,0,0,0,0.64756831,0.24720766,0.236787861,0.551351351,0.25,30.0312726856564,3.18349374838283,0.259714290562108
"91",0.296,0.474,0,0.23,0,0,0,0,0,0,0,0.763942622,0.210246227,0.254566171,0.518918919,0.25,29.3471938296566,3.57388403206228,0.259351934670065
"168148",0.302,0.482,0,0.216,0,0,0,0,0,0,0,0.745358113,0.21510811,0.246955682,0.583783784,0.25,30.8349194189214,2.71689444193338,0.258713334326459
"42076",0.356,0.476,0,0.168,0,0,0,0,0,0,0,0.625624185,0.254342953,0.234109204,0.535135135,0.25,29.4116951979967,3.53285770107218,0.258473538119497
"168150",0.298,0.482,0,0.22,0,0,0,0,0,0,0,0.754202158,0.212130439,0.247670519,0.583783784,0.25,30.8419229296064,2.70811884333177,0.257590736950367
"210178",0.272,0.484,0,0.244,0,0,0,0,0,0,0,0.808822206,0.192985615,0.248625329,0.6,0.25,31.1207016034058,2.54776983241211,0.257443152311574
"168132",0.334,0.482,0,0.184,0,0,0,0,0,0,0,0.671938849,0.238929485,0.237888579,0.583783784,0.25,30.4181025011624,2.95079264724714,0.257398783914253
"84095",0.348,0.478,0,0.174,0,0,0,0,0,0,0,0.642765252,0.248684141,0.235897577,0.551351351,0.25,29.977068697068,3.20262723711386,0.257072285702637
"168149",0.3,0.482,0,0.218,0,0,0,0,0,0,0,0.749789127,0.213619275,0.247324498,0.583783784,0.25,30.8310338899688,2.70802739745614,0.256097303742526
"90",0.298,0.474,0,0.228,0,0,0,0,0,0,0,0.75966973,0.211710352,0.254286178,0.518918919,0.25,29.3153249637631,3.57532034487681,0.255856514434346
"42075",0.358,0.476,0,0.166,0,0,0,0,0,0,0,0.620754144,0.255813256,0.23310695,0.535135135,0.25,29.3568548747221,3.54776069793048,0.255044361928206
"210177",0.274,0.484,0,0.242,0,0,0,0,0,0,0,0.804605402,0.194480628,0.248560885,0.6,0.25,31.1087561465964,2.54348496477772,0.25476392779365
"84094",0.35,0.478,0,0.172,0,0,0,0,0,0,0,0.637942071,0.250160621,0.234982219,0.551351351,0.25,29.9208014898859,3.22161485789989,0.254177477647999
"168131",0.336,0.482,0,0.182,0,0,0,0,0,0,0,0.667187382,0.240418321,0.237119035,0.583783784,0.25,30.3563111732279,2.97083480627767,0.253905031948387
"210176",0.276,0.484,0,0.24,0,0,0,0,0,0,0,0.800371611,0.195975642,0.248474176,0.6,0.25,31.0984783718788,2.53913232460523,0.252312073915907
"89",0.3,0.474,0,0.226,0,0,0,0,0,0,0,0.75537945,0.213174477,0.253983857,0.518918919,0.25,29.2826260952257,3.57667159994685,0.252283413773107
"42074",0.36,0.476,0,0.164,0,0,0,0,0,0,0,0.615863569,0.257283558,0.232078989,0.535135135,0.25,29.3017776161691,3.56259450278928,0.251623789903535
"84093",0.352,0.478,0,0.17,0,0,0,0,0,0,0,0.633098653,0.251637102,0.234041628,0.551351351,0.25,29.8641452662715,3.24047031134547,0.251247866801395
"168130",0.338,0.482,0,0.18,0,0,0,0,0,0,0,0.662416139,0.241907157,0.236324931,0.583783784,0.25,30.2994258927522,2.99069507744873,0.251051644233219
"210175",0.278,0.484,0,0.238,0,0,0,0,0,0,0,0.796120751,0.197470656,0.248365169,0.6,0.25,31.0882369414381,2.53412365872207,0.249722104087406
"88",0.302,0.474,0,0.224,0,0,0,0,0,0,0,0.751071694,0.214638602,0.253659152,0.518918919,0.25,29.2521920822453,3.57863478991249,0.249137542978547
"168129",0.34,0.482,0,0.178,0,0,0,0,0,0,0,0.657625013,0.243395993,0.235506131,0.583783784,0.25,30.2450465607275,3.01032683833058,0.248504647398614
"84092",0.354,0.478,0,0.168,0,0,0,0,0,0,0,0.628234884,0.253113582,0.233075644,0.551351351,0.25,29.8072221434692,3.25919281074832,0.248300115944623
"42073",0.362,0.476,0,0.162,0,0,0,0,0,0,0,0.610952342,0.258753861,0.231025141,0.535135135,0.25,29.2464666692148,3.57735713707714,0.248212604700125
"87",0.304,0.474,0,0.222,0,0,0,0,0,0,0,0.746746378,0.216102727,0.253312003,0.518918919,0.25,29.2312288543297,3.5830537407871,0.247614100321696
"210174",0.28,0.484,0,0.236,0,0,0,0,0,0,0,0.791852739,0.198965669,0.248233829,0.6,0.25,31.0791702406944,2.52847655110413,0.24715379219618
"168128",0.342,0.482,0,0.176,0,0,0,0,0,0,0,0.652813891,0.244884829,0.234662495,0.583783784,0.25,30.1920273154732,3.02972968250136,0.246111734619641
"86",0.306,0.474,0,0.22,0,0,0,0,0,0,0,0.742403414,0.217566852,0.25294235,0.518918919,0.25,29.209193685996,3.58736869035032,0.245955691504896
"84091",0.356,0.478,0,0.166,0,0,0,0,0,0,0,0.623350649,0.254590063,0.232084099,0.551351351,0.25,29.750039369245,3.27778003882569,0.245336049327148
"42072",0.364,0.476,0,0.16,0,0,0,0,0,0,0,0.606020343,0.260224164,0.229945221,0.535135135,0.25,29.1909252975733,3.59204672103611,0.244811590408499
"210173",0.282,0.484,0,0.234,0,0,0,0,0,0,0,0.787567491,0.200460683,0.24808012,0.6,0.25,31.0709409230562,2.52264308721897,0.244667844374616
"85",0.308,0.474,0,0.218,0,0,0,0,0,0,0,0.738042712,0.219030977,0.252550127,0.518918919,0.25,29.1868719528599,3.59163912591228,0.244266293549452
"168127",0.344,0.482,0,0.174,0,0,0,0,0,0,0,0.647982663,0.246373665,0.233793878,0.583783784,0.25,30.1386894896195,3.04890151152586,0.243660349506243
"84",0.31,0.474,0,0.216,0,0,0,0,0,0,0,0.733664185,0.220495102,0.252135267,0.518918919,0.25,29.1640637825921,3.59589762065142,0.242530435686495
"84090",0.358,0.478,0,0.164,0,0,0,0,0,0,0,0.618445829,0.256066543,0.231066821,0.551351351,0.25,29.6925969442668,3.29622855885142,0.2423563506396
"210172",0.284,0.484,0,0.232,0,0,0,0,0,0,0,0.783264925,0.201955697,0.247904001,0.6,0.25,31.0623174258425,2.51699076802943,0.24218519185287
"294210",0.268,0.488,0,0.244,0,0,0,0,0,0,0,0.814807449,0.190613362,0.245768055,0.632432432,0.25,30.5478649893467,2.80765143960203,0.241813449982827
"294183",0.322,0.488,0,0.19,0,0,0,0,0,0,0,0.694018139,0.231312329,0.236699933,0.632432432,0.25,30.8162047682766,2.65491841270547,0.241780233139756
"294184",0.32,0.488,0,0.192,0,0,0,0,0,0,0,0.698733117,0.22980496,0.23733908,0.632432432,0.25,30.83483538635,2.64394572925373,0.241690955538878
"42071",0.366,0.476,0,0.158,0,0,0,0,0,0,0,0.601067453,0.261694467,0.22883904,0.535135135,0.25,29.1357854467772,3.60676795643957,0.241513808319698
"294191",0.306,0.488,0,0.206,0,0,0,0,0,0,0,0.73120108,0.219253376,0.241145417,0.632432432,0.25,30.8926798820482,2.61006344167526,0.241452297151876
"294209",0.27,0.488,0,0.242,0,0,0,0,0,0,0,0.810565031,0.192120731,0.245728268,0.632432432,0.25,30.555922215011,2.80113332331691,0.241378977728008
"294192",0.304,0.488,0,0.208,0,0,0,0,0,0,0,0.735763876,0.217746007,0.241594961,0.632432432,0.25,30.8661354311182,2.62396595962457,0.241183069437406
"294185",0.318,0.488,0,0.194,0,0,0,0,0,0,0,0.703428716,0.228297591,0.237954173,0.632432432,0.25,30.8511148726785,2.63223395318825,0.24112325133727
"168126",0.346,0.482,0,0.172,0,0,0,0,0,0,0,0.643131215,0.247862501,0.232900128,0.583783784,0.25,30.0846284707361,3.06784081093645,0.241102805349836
