"","Ti","Ni","Cu","Hf","Zr","Nb","Co","Cr","Fe","Mn","Pd","delta.r.mix","H.mix","ou.mix","VEC.mix","numa","mean","sd","SKO"
"84974",0.408,0.46,0.018,0.114,0,0,0,0,0,0,0,0.47661125,0.353733122,0.273206381,0.575675676,0.5,26.2081376057206,3.64671837679891,0.0514457418980536
"85245",0.472,0.454,0.024,0.05,0,0,0,0,0,0,0,0.283969058,0.421443827,0.216188551,0.583783784,0.5,24.6197103388576,4.33447553462881,0.0514398189809171
"210315",0.402,0.48,0.004,0.114,0,0,0,0,0,0,0,0.492538662,0.303595446,0.215473733,0.605405405,0.5,26.9110073413247,3.33807872757008,0.0514377723196025
"85161",0.438,0.456,0.022,0.084,0,0,0,0,0,0,0,0.388960532,0.389449298,0.256570947,0.581081081,0.5,25.6062735908458,3.90868637573651,0.0514375354765923
"139",0.402,0.472,0.002,0.124,0,0,0,0,0,0,0,0.509875828,0.294658018,0.218177913,0.521621622,0.5,25.4568336865203,3.9734518874061,0.0514359028213548
"211",0.46,0.47,0.004,0.066,0,0,0,0,0,0,0,0.343675667,0.343974936,0.165747254,0.524324324,0.5,24.2664172881138,4.48575717135631,0.0514331455241761
"43517",0.302,0.448,0.028,0.222,0,0,0,0,0,0,0,0.730647593,0.308509399,0.363468326,0.572972973,0.5,26.973210640348,3.31056870608683,0.0514323937102868
"42739",0.444,0.462,0.014,0.08,0,0,0,0,0,0,0,0.380659495,0.366580178,0.223735985,0.554054054,0.5,25.4670517093389,3.96882849325525,0.0514222474307863
"42834",0.456,0.46,0.016,0.068,0,0,0,0,0,0,0,0.343439622,0.382208102,0.215641814,0.556756757,0.5,25.126724306748,4.11597610212837,0.0514217552213886
"717",0.458,0.46,0.014,0.068,0,0,0,0,0,0,0,0.342905254,0.376557232,0.208877658,0.537837838,0.5,25.0707659262338,4.14007929285311,0.0514190554229717
"169983",0.268,0.446,0.036,0.25,0,0,0,0,0,0,0,0.793866474,0.308955962,0.38673389,0.632432432,0.5,27.44434193039,3.10179236747205,0.0514179456144719
"43027",0.474,0.456,0.02,0.05,0,0,0,0,0,0,0,0.284981794,0.409037155,0.203006856,0.562162162,0.5,24.6342049526381,4.32790485505537,0.0514170069138277
"23644",0.44,0.474,0,0.068,0,0,0,0.018,0,0,0,0.366683129,0.366886418,0.218455194,0.567567568,0.5,25.4655861352895,3.96935351519164,0.0514146297337971
"913",0.47,0.456,0.018,0.056,0,0,0,0,0,0,0,0.303388329,0.398959492,0.206017375,0.543243243,0.5,24.8484187124919,4.23572972572424,0.0514099693327164
"178591",0.416,0.482,0,0.094,0,0,0,0.008,0,0,0,0.443819283,0.323115347,0.211805961,0.605405405,0.5,26.5211547674012,3.50916082424231,0.0514086597343786
"106",0.468,0.472,0.002,0.058,0,0,0,0,0,0,0,0.320531994,0.343003265,0.144824166,0.521621622,0.5,23.9220731125777,4.63239696501824,0.0514085473187735
"127065",0.458,0.46,0.02,0.062,0,0,0,0,0,0,0,0.326018208,0.398031948,0.220338639,0.594594595,0.5,25.1424716987021,4.10897143797403,0.0514076663065368
"616",0.458,0.462,0.012,0.068,0,0,0,0,0,0,0,0.344272818,0.369761716,0.201341244,0.535135135,0.5,24.8922587235235,4.21680512130831,0.0514061850264037
"42750",0.422,0.462,0.014,0.102,0,0,0,0,0,0,0,0.443886625,0.350338893,0.248002244,0.554054054,0.5,26.1455928950491,3.67346759234575,0.051403944319158
"228525",0.328,0.484,0,0.174,0,0,0,0.014,0,0,0,0.666662254,0.275242256,0.28782637,0.637837838,0.5,28.6097767538746,2.57918252021646,0.0513934557021772
"634",0.422,0.462,0.012,0.104,0,0,0,0,0,0,0,0.448647671,0.343312153,0.243142339,0.535135135,0.5,25.9374538469871,3.76409069324494,0.0513934121353898
"168783",0.446,0.468,0.014,0.072,0,0,0,0,0,0,0,0.362464213,0.369465184,0.211861433,0.602702703,0.5,25.7153454986054,3.86069406010395,0.0513927530085575
"31537",0.404,0.474,0,0.098,0,0,0,0.024,0,0,0,0.461490892,0.357511252,0.272197827,0.583783784,0.5,26.0634060072113,3.70915766740593,0.0513909938341804
"43620",0.298,0.446,0.03,0.226,0,0,0,0,0,0,0,0.737925705,0.312193981,0.370756899,0.575675676,0.5,26.7881348577067,3.39159252565487,0.0513900507846059
"228531",0.316,0.484,0,0.186,0,0,0,0.014,0,0,0,0.696034204,0.266198041,0.292183536,0.637837838,0.5,28.8197775302648,2.48392829447755,0.0513871379053471
"337",0.41,0.468,0.006,0.116,0,0,0,0,0,0,0,0.485676861,0.314130262,0.22993204,0.527027027,0.5,25.6247426327356,3.89988602944089,0.051382469991009
"312",0.46,0.468,0.006,0.066,0,0,0,0,0,0,0,0.342312681,0.350799576,0.174528151,0.527027027,0.5,24.3922225852264,4.43111763212223,0.0513818269726145
"131502",0.266,0.478,0.002,0.25,0,0,0,0.004,0,0,0,0.819730844,0.206076251,0.281581364,0.581081081,0.75,25.6452310130469,3.89092772678161,0.0513778173258978
"189107",0.384,0.482,0,0.118,0,0,0,0.016,0,0,0,0.519181538,0.322465802,0.261878312,0.627027027,0.5,27.3229664199966,3.15514586226578,0.0513767514800331
"42740",0.442,0.462,0.014,0.082,0,0,0,0,0,0,0,0.386539339,0.365103698,0.226148713,0.554054054,0.5,25.525888763094,3.94263901326543,0.0513740809411103
"141841",0.386,0.48,0,0.122,0,0,0,0.012,0,0,0,0.52461273,0.311570029,0.252367576,0.6,0.5,27.1416457805608,3.23538522097915,0.0513723183542563
"189093",0.412,0.482,0,0.09,0,0,0,0.016,0,0,0,0.438506581,0.343507193,0.235779402,0.627027027,0.5,26.595977244818,3.47578485156271,0.0513683085328653
"632",0.426,0.462,0.012,0.1,0,0,0,0,0,0,0,0.437467517,0.346250993,0.239144165,0.535135135,0.5,25.8203967480118,3.81463009602648,0.0513643136573448
"252600",0.266,0.478,0.008,0.248,0,0,0,0,0,0,0,0.814872342,0.215291678,0.285241235,0.627027027,0.5,28.2428310838915,2.74433606705758,0.0513636239703821
"57806",0.396,0.476,0,0.116,0,0,0,0.012,0,0,0,0.503991692,0.317754832,0.249047187,0.567567568,0.5,26.8311146798586,3.37226673708198,0.0513593057785435
"254751",0.406,0.486,0,0.106,0,0,0,0.002,0,0,0,0.476779223,0.299680522,0.197437985,0.621621622,0.5,26.6307857889902,3.46030303425811,0.0513536042291476
"641",0.408,0.462,0.012,0.118,0,0,0,0,0,0,0,0.487003166,0.333026211,0.25602743,0.535135135,0.5,26.3261704514859,3.59384093584019,0.05135303370863
"21077",0.324,0.474,0,0.186,0,0,0,0.016,0,0,0,0.685919204,0.275393169,0.304360166,0.562162162,0.5,27.6500383475429,3.00945101290922,0.0513497180342851
"85640",0.288,0.448,0.03,0.234,0,0,0,0,0,0,0,0.758138896,0.304535346,0.370049264,0.591891892,0.5,26.7782404146601,3.39533906444515,0.0513435700501248
"414",0.458,0.466,0.008,0.068,0,0,0,0,0,0,0,0.347004245,0.356149501,0.185594442,0.52972973,0.5,24.5803193105579,4.34990234617526,0.0513432230613376
"42741",0.44,0.462,0.014,0.084,0,0,0,0,0,0,0,0.392392233,0.363627217,0.228517757,0.554054054,0.5,25.5853359409193,3.91639251035038,0.051341230538439
"127070",0.448,0.46,0.02,0.072,0,0,0,0,0,0,0,0.356569253,0.39057453,0.234056435,0.594594595,0.5,25.4469099840468,3.97635727121196,0.0513394825552534
"534",0.42,0.464,0.01,0.106,0,0,0,0,0,0,0,0.455562198,0.335056923,0.237262312,0.532432432,0.5,25.7661079992132,3.83784087593051,0.0513365092679115
"211313",0.426,0.46,0.024,0.09,0,0,0,0,0,0,0,0.411082277,0.38840879,0.268198253,0.632432432,0.5,26.554986549089,3.49331017922421,0.0513331915853576
"252923",0.428,0.47,0.016,0.086,0,0,0,0,0,0,0,0.406642123,0.363872562,0.234940421,0.637837838,0.5,26.5861690029163,3.47962109637164,0.0513329522244144
"252944",0.386,0.47,0.016,0.128,0,0,0,0,0,0,0,0.524812794,0.332199276,0.274012224,0.637837838,0.5,27.5284545834318,3.06330370045674,0.0513284946749167
"238",0.406,0.47,0.004,0.12,0,0,0,0,0,0,0,0.497824142,0.304395905,0.224481652,0.524324324,0.5,25.5370912019993,3.93710593971404,0.0513269450358133
"127160",0.47,0.458,0.022,0.05,0,0,0,0,0,0,0,0.28702794,0.41369782,0.208893094,0.597297297,0.5,24.885919848394,4.21834167402076,0.0513267931108799
"107",0.466,0.472,0.002,0.06,0,0,0,0,0,0,0,0.32670176,0.341538258,0.147762141,0.521621622,0.5,23.9735179914691,4.6091252703749,0.0513244974140424
"157657",0.254,0.48,0,0.242,0,0,0,0.024,0,0,0,0.831575148,0.247307387,0.332572182,0.632432432,0.5,28.0046474400312,2.85071426452041,0.0513207480255935
"435",0.416,0.466,0.008,0.11,0,0,0,0,0,0,0,0.467953796,0.325328744,0.232953424,0.52972973,0.5,25.666168099033,3.88102192428669,0.0513204159917684
"210788",0.466,0.47,0.014,0.05,0,0,0,0,0,0,0,0.295703019,0.385094872,0.179671822,0.618918919,0.5,25.2908906295107,4.04357021021097,0.0513196838673402
"635",0.42,0.462,0.012,0.106,0,0,0,0,0,0,0,0.454200347,0.341842732,0.245087133,0.535135135,0.5,25.9931259804183,3.73879758897469,0.0513187984502082
"34208",0.312,0.474,0,0.188,0,0,0,0.026,0,0,0,0.70242736,0.294892772,0.334826912,0.589189189,0.5,27.0710608173152,3.26588960452145,0.051317731798999
"228521",0.336,0.484,0,0.166,0,0,0,0.014,0,0,0,0.646669846,0.281271732,0.284404873,0.637837838,0.5,28.4575590240431,2.64709259752669,0.0513171874262899
"252229",0.402,0.484,0.002,0.112,0,0,0,0,0,0,0,0.490409569,0.297549201,0.203473823,0.618918919,0.5,26.7521196962612,3.4064573307131,0.0513149850642411
"65707",0.344,0.476,0,0.162,0,0,0,0.018,0,0,0,0.63167934,0.296331304,0.299429418,0.583783784,0.5,26.9669500142289,3.31180608376397,0.0513141408262688
"706",0.278,0.462,0.012,0.248,0,0,0,0,0,0,0,0.793415041,0.2375139,0.310314291,0.535135135,0.5,28.2673211264989,2.73271427015126,0.0513110014294899
"26331",0.316,0.474,0,0.19,0,0,0,0.02,0,0,0,0.700244171,0.280787221,0.31796482,0.572972973,0.5,27.3747205251877,3.13134932526201,0.0513094432626053
"138",0.404,0.472,0.002,0.122,0,0,0,0,0,0,0,0.504539998,0.296123025,0.216546064,0.521621622,0.5,25.411341711875,3.99131711826084,0.0513091779241014
"194358",0.382,0.482,0,0.116,0,0,0,0.02,0,0,0,0.517031097,0.332697026,0.273122018,0.637837838,0.5,27.4894234715237,3.08035046528189,0.0513039268015381
"211389",0.274,0.46,0.024,0.242,0,0,0,0,0,0,0,0.788423209,0.273982879,0.34553067,0.632432432,0.5,28.085595253813,2.81423038477006,0.0513031041171094
"294475",0.344,0.482,0.006,0.168,0,0,0,0,0,0,0,0.636868366,0.267845733,0.257915654,0.640540541,0.5,28.6054359563821,2.58013108802718,0.0513029452440396
"126985",0.416,0.462,0.018,0.104,0,0,0,0,0,0,0,0.451075755,0.36001059,0.26312219,0.591891892,0.5,26.1661780706184,3.66306304343182,0.0513008482273122
"223239",0.4,0.484,0,0.106,0,0,0,0.01,0,0,0,0.481965079,0.317759245,0.23020232,0.627027027,0.5,26.8595390079221,3.35884272702373,0.0512899239351032
"73628",0.252,0.476,0,0.248,0,0,0,0.024,0,0,0,0.838955803,0.244945724,0.335429178,0.6,0.5,27.5050957893487,3.07320690068024,0.0512894995954188
"127074",0.44,0.46,0.02,0.08,0,0,0,0,0,0,0,0.380501852,0.384608596,0.244136285,0.594594595,0.5,25.6991022750147,3.86626723652042,0.0512883612445238
"65710",0.338,0.476,0,0.168,0,0,0,0.018,0,0,0,0.646742459,0.291872739,0.302273929,0.583783784,0.5,27.0324491705832,3.2825206424056,0.0512848114824635
"515",0.458,0.464,0.01,0.068,0,0,0,0,0,0,0,0.345639148,0.362959139,0.193596211,0.532432432,0.5,24.7246546431902,4.28698206456435,0.0512804606692182
"228522",0.334,0.484,0,0.168,0,0,0,0.014,0,0,0,0.651699311,0.279764363,0.285299692,0.637837838,0.5,28.4929600418048,2.63065411354513,0.0512764548248461
"68359",0.29,0.476,0,0.214,0,0,0,0.02,0,0,0,0.75873589,0.261881564,0.322358599,0.589189189,0.5,27.3303977819419,3.1505728664146,0.0512747957227121
"84732",0.286,0.466,0.012,0.236,0,0,0,0,0,0,0,0.774671366,0.243156826,0.306582323,0.567567568,0.5,28.1352384619468,2.79162002756567,0.0512739933428963
"42758",0.406,0.462,0.014,0.118,0,0,0,0,0,0,0,0.487946141,0.33852705,0.262804834,0.554054054,0.5,26.5266190493858,3.50495417532191,0.0512731977687352
"191710",0.428,0.482,0,0.072,0,0,0,0.018,0,0,0,0.385239209,0.361430589,0.221491425,0.632432432,0.5,26.2576504063553,3.6226981195327,0.0512714694451372
"43829",0.284,0.442,0.034,0.24,0,0,0,0,0,0,0,0.764899905,0.315075457,0.385236699,0.581081081,0.5,26.4916939591924,3.52022608147488,0.0512700278815788
"26295",0.388,0.474,0,0.118,0,0,0,0.02,0,0,0,0.514995163,0.334131145,0.277908539,0.572972973,0.5,26.5462098518548,3.496253341984,0.05126514912442
"160207",0.404,0.48,0,0.09,0,0,0,0.026,0,0,0,0.444247301,0.365998588,0.268088328,0.637837838,0.5,26.9487723232452,3.31917938322982,0.0512642540076752
"549",0.39,0.464,0.01,0.136,0,0,0,0,0,0,0,0.53597487,0.313028859,0.262391704,0.532432432,0.5,26.5303521083181,3.50316078722701,0.051261520123708
"313",0.458,0.468,0.006,0.068,0,0,0,0,0,0,0,0.348368112,0.349332804,0.177262765,0.527027027,0.5,24.4412318824655,4.4082197658314,0.0512585938540703
"108",0.464,0.472,0.002,0.062,0,0,0,0,0,0,0,0.332842439,0.34007325,0.150644259,0.521621622,0.5,24.0249383977231,4.58614282441756,0.0512582357213075
"223310",0.258,0.484,0,0.248,0,0,0,0.01,0,0,0,0.831360356,0.210986674,0.288174722,0.627027027,0.5,28.1401770481538,2.78919042014072,0.0512557634501747
"65709",0.34,0.476,0,0.166,0,0,0,0.018,0,0,0,0.641742465,0.293358927,0.301352488,0.583783784,0.5,27.0099992499355,3.29205604061496,0.0512556509599968
"127051",0.284,0.462,0.018,0.236,0,0,0,0,0,0,0,0.773663396,0.261630924,0.32734282,0.591891892,0.5,27.3289401539441,3.15097322194352,0.0512551930245507
"228520",0.338,0.484,0,0.164,0,0,0,0.014,0,0,0,0.641619269,0.282779102,0.283483476,0.637837838,0.5,28.4203198774107,2.6631360003134,0.0512512619643414
"228511",0.356,0.484,0,0.146,0,0,0,0.014,0,0,0,0.595193229,0.296345424,0.273963578,0.637837838,0.5,28.1246347345617,2.79610912787856,0.0512510592976594
"21055",0.368,0.474,0,0.142,0,0,0,0.016,0,0,0,0.575818556,0.307914571,0.282677646,0.562162162,0.5,27.0772288370107,3.26225621079917,0.0512467698475465
"43118",0.292,0.456,0.02,0.232,0,0,0,0,0,0,0,0.757627683,0.274436502,0.337177731,0.562162162,0.5,27.5580563361486,3.04909629375731,0.0512438115054776
"636",0.418,0.462,0.012,0.108,0,0,0,0,0,0,0,0.459728311,0.340373312,0.246996433,0.535135135,0.5,26.0485958002627,3.71346961157472,0.0512359240353889
"43933",0.278,0.44,0.036,0.246,0,0,0,0,0,0,0,0.776002782,0.317239432,0.391919578,0.583783784,0.5,26.3843620277613,3.56678438747035,0.0512357477514179
"252865",0.342,0.472,0.014,0.172,0,0,0,0,0,0,0,0.638877671,0.292391669,0.292598001,0.635135135,0.5,28.361350339227,2.68951662332103,0.0512346373461271
"43619",0.3,0.446,0.03,0.224,0,0,0,0,0,0,0,0.733609354,0.313677522,0.370474741,0.575675676,0.5,26.7839641867905,3.39126956373776,0.0512252302486972
"85253",0.456,0.454,0.024,0.066,0,0,0,0,0,0,0,0.333769285,0.40954726,0.240356271,0.583783784,0.5,25.1174172560374,4.1170845669607,0.0512251412020183
"252701",0.266,0.476,0.01,0.248,0,0,0,0,0,0,0,0.813528716,0.221905392,0.293235812,0.62972973,0.5,28.2394021580608,2.74425096381306,0.0512233746859207
"127155",0.278,0.46,0.02,0.242,0,0,0,0,0,0,0,0.784969303,0.263798429,0.334793069,0.594594595,0.5,27.3349524239521,3.14787915993211,0.0512210122302508
"65708",0.342,0.476,0,0.164,0,0,0,0.018,0,0,0,0.636721466,0.294845115,0.300404378,0.583783784,0.5,26.9875804700326,3.30149070068676,0.0512200944262187
"144441",0.436,0.48,0,0.07,0,0,0,0.014,0,0,0,0.37474881,0.354737446,0.206066127,0.605405405,0.5,25.9606718180798,3.75152452744021,0.0512175135186902
"228514",0.35,0.484,0,0.152,0,0,0,0.014,0,0,0,0.610865455,0.291823317,0.277386609,0.637837838,0.5,28.220156301839,2.75282896692199,0.051217306218217
"212",0.458,0.47,0.004,0.068,0,0,0,0,0,0,0,0.349730751,0.342509046,0.168476316,0.524324324,0.5,24.3109186262726,4.46333101229447,0.0512159205641087
"228523",0.332,0.484,0,0.17,0,0,0,0.014,0,0,0,0.656707788,0.278256994,0.286168105,0.637837838,0.5,28.5287807624078,2.61378706558059,0.0512151977544515
"109",0.462,0.472,0.002,0.064,0,0,0,0,0,0,0,0.338954253,0.338608243,0.153472093,0.521621622,0.5,24.0763968573719,4.56343655726151,0.0512107512709041
"137",0.406,0.472,0.002,0.12,0,0,0,0,0,0,0,0.499180766,0.297588033,0.214882741,0.521621622,0.5,25.3663337594936,4.00931794474752,0.0512078149490942
"211594",0.268,0.456,0.028,0.248,0,0,0,0,0,0,0,0.798297413,0.282612303,0.35902117,0.637837838,0.5,28.1547411691076,2.78208823059645,0.0512073908475309
"617",0.456,0.462,0.012,0.07,0,0,0,0,0,0,0,0.350301032,0.368292295,0.204041843,0.535135135,0.5,24.9454615562311,4.19090160473741,0.0512061030566354
"228524",0.33,0.484,0,0.172,0,0,0,0.014,0,0,0,0.661695395,0.276749625,0.287010278,0.637837838,0.5,28.5665537775492,2.59657610880482,0.0512021857278529
"84975",0.406,0.46,0.018,0.116,0,0,0,0,0,0,0,0.482073385,0.352248698,0.274964357,0.575675676,0.5,26.231346268387,3.63323393798451,0.0512012552837136
"415",0.456,0.466,0.008,0.07,0,0,0,0,0,0,0,0.353031772,0.354681846,0.188284042,0.52972973,0.5,24.6298485465376,4.32645731599769,0.0511998894613722
"126898",0.388,0.464,0.016,0.132,0,0,0,0,0,0,0,0.528626751,0.332447269,0.279635877,0.589189189,0.5,26.5140199169305,3.50943708806605,0.0511953207709751
"299368",0.452,0.488,0,0.056,0,0,0,0.004,0,0,0,0.32999375,0.341127879,0.147199947,0.643243243,0.5,25.6778191081597,3.8741209991478,0.0511909648523524
"84916",0.322,0.462,0.016,0.2,0,0,0,0,0,0,0,0.692842852,0.283218604,0.314995839,0.572972973,0.5,27.3565313069133,3.13790293675747,0.0511883906632656
"113",0.454,0.472,0.002,0.072,0,0,0,0,0,0,0,0.363117206,0.332748213,0.164268773,0.521621622,0.5,24.2823473584228,4.47510953195531,0.0511878184219662
"194339",0.42,0.482,0,0.078,0,0,0,0.02,0,0,0,0.405133661,0.361320272,0.235323948,0.637837838,0.5,26.5983711003679,3.4723052614152,0.0511856239927896
"84881",0.392,0.462,0.016,0.13,0,0,0,0,0,0,0,0.520997904,0.335142529,0.27905364,0.572972973,0.5,26.5543144404576,3.49161747112199,0.0511842086196658
"23723",0.282,0.474,0,0.226,0,0,0,0.018,0,0,0,0.780329619,0.249965581,0.319445753,0.567567568,0.5,27.9524757332185,2.87241203377682,0.0511813910150694
"110",0.46,0.472,0.002,0.066,0,0,0,0,0,0,0,0.345037422,0.337143235,0.156247119,0.521621622,0.5,24.1278887680868,4.54099236564898,0.0511811805279684
"718",0.456,0.46,0.014,0.07,0,0,0,0,0,0,0,0.348933818,0.37508693,0.211583798,0.537837838,0.5,25.126150153479,4.11266154758255,0.0511808255053503
"262619",0.42,0.486,0,0.086,0,0,0,0.008,0,0,0,0.423794886,0.327826317,0.202036004,0.637837838,0.5,26.5726172427195,3.4834737018509,0.0511756409804782
"211477",0.3,0.458,0.026,0.216,0,0,0,0,0,0,0,0.730726765,0.300146501,0.349833849,0.635135135,0.5,28.4736426749742,2.63822647365301,0.0511756324518979
"85068",0.422,0.458,0.02,0.1,0,0,0,0,0,0,0,0.436331964,0.370845468,0.267058897,0.578378378,0.5,25.909756506701,3.7730997792182,0.0511753183884901
"112",0.456,0.472,0.002,0.07,0,0,0,0,0,0,0,0.357118687,0.33421322,0.161644196,0.521621622,0.5,24.2309546895664,4.49683858993329,0.0511726466651687
"147061",0.446,0.48,0,0.058,0,0,0,0.016,0,0,0,0.338381278,0.368073427,0.196362827,0.610810811,0.5,25.7314136656468,3.85055727252087,0.0511701621316216
"111",0.458,0.472,0.002,0.068,0,0,0,0,0,0,0,0.351092162,0.335678228,0.15897072,0.521621622,0.5,24.1794095478601,4.51879713033971,0.0511687255931187
"818",0.458,0.458,0.016,0.068,0,0,0,0,0,0,0,0.341536454,0.383345689,0.216239499,0.540540541,0.5,25.259648883162,4.05481316045362,0.0511655943876018
"252452",0.36,0.48,0.006,0.154,0,0,0,0,0,0,0,0.599363175,0.279351337,0.251749082,0.624324324,0.5,27.9652290325897,2.86651727031641,0.0511655073877883
"127066",0.456,0.46,0.02,0.064,0,0,0,0,0,0,0,0.332186033,0.396540464,0.223188243,0.594594595,0.5,25.1942927476223,4.08302890193028,0.0511652647420227
"631",0.428,0.462,0.012,0.098,0,0,0,0,0,0,0,0.431839698,0.347720413,0.237089674,0.535135135,0.5,25.75646744442,3.83957660185766,0.051163178197857
"237",0.408,0.47,0.004,0.118,0,0,0,0,0,0,0,0.492441302,0.305861795,0.222784356,0.524324324,0.5,25.4881938550218,3.95592938289402,0.0511630017777486
"228515",0.348,0.484,0,0.154,0,0,0,0.014,0,0,0,0.616045342,0.290315947,0.278471412,0.637837838,0.5,28.2503675756115,2.73859782925883,0.0511609339893198
"191742",0.364,0.482,0,0.136,0,0,0,0.018,0,0,0,0.570377725,0.313279499,0.281569907,0.632432432,0.5,27.7265355650143,2.97301132732997,0.0511566531573411
"85522",0.322,0.45,0.028,0.2,0,0,0,0,0,0,0,0.68467508,0.323218604,0.357136364,0.589189189,0.5,26.7740854772609,3.39464123777505,0.0511509736304111
"637",0.416,0.462,0.012,0.11,0,0,0,0,0,0,0,0.465231729,0.338903892,0.248870742,0.535135135,0.5,26.1040345009962,3.68810727248411,0.0511501485662329
"314",0.456,0.468,0.006,0.07,0,0,0,0,0,0,0,0.354395301,0.347866031,0.179946923,0.527027027,0.5,24.4903291871894,4.38551024533486,0.0511500741045293
"210405",0.424,0.478,0.006,0.092,0,0,0,0,0,0,0,0.428961248,0.326776101,0.203152328,0.608108108,0.5,26.5280817663599,3.50265513619317,0.0511492775865437
"336",0.412,0.468,0.006,0.114,0,0,0,0,0,0,0,0.48024636,0.315597035,0.228167253,0.527027027,0.5,25.570537698753,3.92002335636597,0.0511469897521993
"211212",0.426,0.462,0.022,0.09,0,0,0,0,0,0,0,0.412427687,0.381755361,0.261321827,0.62972973,0.5,26.5329592127038,3.50047211954726,0.0511459643182316
"210279",0.272,0.482,0.002,0.244,0,0,0,0,0,0,0,0.807478747,0.199648751,0.260074545,0.602702703,0.5,28.8036987649789,2.48853446312959,0.0511427748620187
"43725",0.29,0.444,0.032,0.234,0,0,0,0,0,0,0,0.75364118,0.312899126,0.378270114,0.578378378,0.5,26.6256489382026,3.45973710409947,0.0511409221520777
"252473",0.318,0.48,0.006,0.196,0,0,0,0,0,0,0,0.701447235,0.247770718,0.269549138,0.624324324,0.5,28.6868232324989,2.54147108605561,0.0511394752656349
"730",0.432,0.46,0.014,0.094,0,0,0,0,0,0,0,0.419143707,0.357443297,0.240463437,0.537837838,0.5,25.8691406592774,3.79018486443563,0.0511336320456316
"43421",0.292,0.45,0.026,0.232,0,0,0,0,0,0,0,0.753515898,0.294441797,0.358008762,0.57027027,0.5,27.2116710318682,3.20136025885915,0.0511323365251777
"228519",0.34,0.484,0,0.162,0,0,0,0.014,0,0,0,0.636547457,0.284286471,0.282535325,0.637837838,0.5,28.3825720316103,2.67874133231877,0.0511285639953654
"120893",0.252,0.478,0,0.242,0,0,0,0.028,0,0,0,0.834011642,0.25681405,0.34476676,0.627027027,0.5,27.7327393205866,2.96984375168022,0.0511235541557906
"43221",0.288,0.454,0.022,0.236,0,0,0,0,0,0,0,0.764736332,0.278151972,0.344594725,0.564864865,0.5,27.5120894528173,3.06803945307512,0.0511229479720817
"228513",0.352,0.484,0,0.15,0,0,0,0.014,0,0,0,0.605663563,0.293330686,0.276273853,0.637837838,0.5,28.1864860235613,2.76682589345998,0.0511207403872519
"516",0.456,0.464,0.01,0.07,0,0,0,0,0,0,0,0.351667016,0.361490601,0.196291295,0.532432432,0.5,24.7760013027269,4.26248843892845,0.0511201299284893
"84823",0.306,0.464,0.014,0.216,0,0,0,0,0,0,0,0.730079124,0.264665961,0.311419678,0.57027027,0.5,27.7334410274572,2.96948556768558,0.051119818513186
"23645",0.438,0.474,0,0.07,0,0,0,0.018,0,0,0,0.372868493,0.365406407,0.22109691,0.567567568,0.5,25.5234694951906,3.9399942364441,0.0511174984122372
"21076",0.326,0.474,0,0.184,0,0,0,0.016,0,0,0,0.681131306,0.276871415,0.303649745,0.562162162,0.5,27.6198284139169,3.02003593743062,0.0511153725034664
"168622",0.364,0.472,0.01,0.154,0,0,0,0,0,0,0,0.591843619,0.294802754,0.270153967,0.597297297,0.5,27.3826101266198,3.12541115914094,0.0511143429314019
"136",0.408,0.472,0.002,0.118,0,0,0,0,0,0,0,0.493797981,0.29905304,0.213187568,0.521621622,0.5,25.3212979250607,4.02740407335591,0.0511128803065205
"252523",0.42,0.478,0.008,0.094,0,0,0,0,0,0,0,0.435350952,0.331155238,0.212957887,0.627027027,0.5,26.4210996887822,3.54903145987355,0.0511122033383256
"85162",0.436,0.456,0.022,0.086,0,0,0,0,0,0,0,0.394804283,0.38796311,0.258903412,0.581081081,0.5,25.6397189835479,3.88952204095668,0.0511117880395247
"533",0.422,0.464,0.01,0.104,0,0,0,0,0,0,0,0.450009657,0.336525461,0.235320547,0.532432432,0.5,25.7052548012441,3.86105678259138,0.0511098021721661
"210694",0.452,0.472,0.012,0.064,0,0,0,0,0,0,0,0.341086932,0.36788633,0.193086327,0.616216216,0.5,25.6401413875072,3.88925640264908,0.0511060240821182
"42835",0.454,0.46,0.016,0.07,0,0,0,0,0,0,0,0.349485721,0.380730739,0.218342843,0.556756757,0.5,25.1800793041084,4.08828487171559,0.0511057350875738
"914",0.468,0.456,0.018,0.058,0,0,0,0,0,0,0,0.309590834,0.397487424,0.209065424,0.543243243,0.5,24.9060498881473,4.20633544843755,0.0511043151976109
"183830",0.438,0.482,0,0.068,0,0,0,0.012,0,0,0,0.368693104,0.351276145,0.195973676,0.616216216,0.5,25.869338140625,3.78967052104081,0.0511031682744091
"211203",0.444,0.462,0.022,0.072,0,0,0,0,0,0,0,0.358884951,0.395297855,0.23980316,0.62972973,0.5,26.0544861014122,3.70900625077648,0.0510992522342293
"228470",0.438,0.484,0,0.064,0,0,0,0.014,0,0,0,0.359010423,0.35814756,0.197082888,0.637837838,0.5,26.0935481618181,3.69193846281788,0.0510964889157837
"85252",0.458,0.454,0.024,0.064,0,0,0,0,0,0,0,0.327647247,0.411034331,0.237538715,0.583783784,0.5,25.0486235002525,4.14482612354823,0.0510961246038499
"68312",0.384,0.476,0,0.12,0,0,0,0.02,0,0,0,0.522515659,0.331815374,0.2787195,0.589189189,0.5,26.5004909156037,3.51401409309411,0.051094371877243
