"","Ti","Ni","Cu","Hf","Zr","Nb","Co","Cr","Fe","Mn","Pd","dor.mix","ar_c.mix","A.mix","Dens.mix","S.mix","r.atom.mix","delta.r.mix","mismatch.x.mix","lamda.mix","H.mix","Tm.mix","ou.mix","x.mix","delta.x.mix","VEC.mix","ea.mix","energy.cohesive.mix","YM.mix","numa","anum","cs","volume","EBE","es"
"19405",0.496,0.504,0,0,0,0,0,0,0,0,0,0.0175895765472313,0.0623423423423429,0.00100977295473793,0.00584501316038773,0,0,0.143586058012079,0.00884393617046122,0.987148367906249,0.373523960815462,0.283766850935894,0,1,0.0228638543229574,0.762162162162162,0.914284227071767,0.263495838287752,0.980692464358453,0,1.02956297691543e-05,0.000340506710220262,0,1.02108715849335e-05,-21.24
"19406",0.297,0.503,0,0.15,0.05,0,0,0,0,0,0,0.616702859211003,0.632342342342342,0.555636143572653,0.549722845670834,0.55514334834591,0.508911144398092,0.775566912506171,0.737228798801815,0.935733136413391,0.179257126467214,0.649640190088256,0.28902024835655,0.445850082761882,0.713771894192791,0.754054054054054,0.381330758442381,0.695628453521718,0.647331975560081,0.5,0.00222623194469927,0.000297343887797976,0.000659074513146574,0.00435165760448086,-16.16
"19407",0.3,0.5,0,0.15,0.05,0,0,0,0,0,0,0.621154542164314,0.63963963963964,0.554809096295922,0.545762508593594,0.557074489021919,0.522256196948875,0.771738852944386,0.737293604513124,0.919320567223257,0.180345953578678,0.652119096110949,0.290775783892882,0.432726412863559,0.71139325531509,0.72972972972973,0.369250943791047,0.697349094215569,0.637067209775968,0.5,0.00222148011557504,0.000287752149481912,0.000671968411117319,0.00434713946824994,-21.08
"19408",0.48,0.5,0,0,0,0.02,0,0,0,0,0,0.0702135360115815,0.111711711711712,0.022872587922228,0.029384237547311,0.104222761479131,0.00438232708996271,0.131093721810889,0.00849207813428022,0.966244445022749,0.388668255229018,0.349839976723887,0.0710218497126972,0.996689524710333,0.0113533200714698,0.756756756756756,0.870679042476711,0.34188990697349,0.958044806517312,0.25,0.000104276250226041,0.000334112218009552,2.12245234086321e-05,0.000129608469881301,-9.862
"19409",0.255,0.495,0,0.25,0,0,0,0,0,0,0,0.800036192544336,0.804954954954954,0.831250222350245,0.835157913491509,0.434236192355319,0.6383754853778,0.837776077480092,0.884531985997296,0.883600014322466,0.182469552554938,0.839162059935991,0.240689450307764,0.251241428233623,0.867709669423028,0.68918918918919,0.153090200133107,0.824718472406798,0.562932790224033,0.25,0.00329592147866363,0.00027176591895514,0.000823989060031654,0.00674914770890818,-23.33
"19410",0.29,0.495,0,0.01,0.205,0,0,0,0,0,0,0.620023525153819,0.667117117117116,0.258440797836671,0.165691607385545,0.477510199482648,0.660349018102886,0.910528393487394,0.704316644208471,0.8816629987124,0.052505295207837,0.461836873242169,0.185390503239448,0.423267912035941,0.671635588096822,0.689189189189189,0.463834732583651,0.69238301741624,0.533604887983707,0.5,0.00110216036631323,0.000244589327059626,0.000822821711244179,0.00146173403858901,-23.22
"19411",0.306,0.49,0,0.204,0,0,0,0,0,0,0,0.66594281577995,0.684504504504504,0.676651037436831,0.683353358975258,0.425639924311233,0.550522619327629,0.729305841971546,0.766683091898002,0.865830655734894,0.219790839290442,0.742469207642324,0.239493471920537,0.359895956490894,0.73936163283691,0.648648648648649,0.266348818983395,0.725271035881654,0.617026476578412,0.25,0.00268082359758343,0.00026313335447068,0.000700982334616919,0.0054991590925897,-30.73
"19412",0.325,0.49,0,0.18,0,0,0,0.005,0,0,0,0.589305103148752,0.610810810810812,0.59723460689178,0.611185994224711,0.442750130521703,0.471170312416178,0.678474449445904,0.697806881315638,0.872838168796047,0.248792030712205,0.69450101832994,0.25520727086418,0.435091038070466,0.668381992388189,0.662162162162162,0.343773968446158,0.666643351752116,0.687372708757637,0.5,0.0023666748943708,0.000272298793306031,0.000607498921263597,0.00485320785167538,-30.01
"19413",0.31,0.49,0,0.15,0.05,0,0,0,0,0,0,0.63599348534202,0.663963963963963,0.552052272040153,0.532636639427141,0.563082810713266,0.566739705451496,0.758521049545388,0.736573541054126,0.864402348802039,0.184979260435972,0.660382116186597,0.296784020340768,0.388980846535821,0.703033428814275,0.648648648648649,0.328984894953271,0.703084563195076,0.602851323828921,0.5,0.00220564068516096,0.000255779688428366,0.000714948071019803,0.00433207901414688,-28.12
"19414",0.36,0.49,0,0.15,0,0,0,0,0,0,0,0.499819037278321,0.528828828828828,0.496783173732081,0.508254319585512,0.383110135415825,0.421281108538936,0.597778251011955,0.603751024630841,0.877259731665717,0.260656605771777,0.624110173601009,0.217775919636179,0.51312366989832,0.579904736487646,0.648648648648649,0.422939008908083,0.605161922081555,0.70061099796334,0.25,0.00196804922894973,0.000271765918955138,0.000531355943535125,0.00404062098345025,-28.12
"19415",0.305,0.49,0,0.15,0.05,0,0.005,0,0,0,0,0.629433586681144,0.653153153153154,0.553461669750561,0.539124478832544,0.59483835634134,0.545024078040085,0.764644946668692,0.737069801005598,0.866315227914509,0.186424410908128,0.657026476578412,0.314874484766886,0.409080160794512,0.705764992418006,0.682432432432433,0.346383804944903,0.69986710498706,0.621792260692465,0.75,0.00221224044783349,0.000269101547200677,0.000693882731536734,0.00433821367788384,-15.75
"19416",0.315,0.485,0,0,0.2,0,0,0,0,0,0,0.590481360839668,0.649099099099099,0.216848200101067,0.118310529479568,0.42630505032375,0.666353053805234,0.86146297389257,0.661234469009636,0.830071553645081,0.0755173859323976,0.444554359421976,0.164216353629883,0.420312130527309,0.621561809143979,0.608108108108108,0.461962278460743,0.666083793802895,0.524643584521384,0.25,0.000930566536827335,0.000215814112111434,0.000816029863753417,0.00114742813157564,-32.9
"19417",0.315,0.485,0,0.2,0,0,0,0,0,0,0,0.661056822294608,0.685135135135135,0.661949079849336,0.663737379772267,0.42630505032375,0.563190928335331,0.713358204698026,0.754648106933705,0.839075200510725,0.225327640984909,0.737833381825235,0.241406247334392,0.349373374320168,0.72360687757932,0.608108108108108,0.257815067892262,0.719241798978806,0.606109979633401,0.25,0.00262010578099611,0.000247786573164981,0.000709907246710251,0.00538358900560192,-31.84
"19418",0.5,0.485,0,0,0,0,0.015,0,0,0,0,0.0261038726022442,0.0761261261261259,0,0.00110705663910117,0.083626129539899,0.0193717839207359,0.140379353847353,0.00882778339557004,0.96486691789822,0.384983673109169,0.289399670255067,0.0528890618387916,0.977181366753367,0.0181893184860275,0.709459459459459,0.889975464254886,0.264740854724767,0.972505091649694,0.25,0,0.000319724610535457,1.84653353655086e-05,0,-30.61
"19419",0.309,0.485,0,0.2,0.006,0,0,0,0,0,0,0.677397756062251,0.701351351351352,0.668581371646305,0.666319500974826,0.463162597431655,0.580645959964844,0.73169353704233,0.769213628427016,0.837548157449974,0.216339025681758,0.742186014935506,0.259935365594339,0.334476235516668,0.737377558649718,0.608108108108107,0.246540574217684,0.730992515912429,0.594378818737271,0.5,0.00264861675574146,0.000245868225501768,0.000731938302008413,0.00541856396928551,-30.08
"19420",0.309,0.485,0,0.161,0.0246,0.0204,0,0,0,0,0,0.655698516105682,0.679621621621621,0.582661763548892,0.576162696421829,0.602123823601595,0.52773616905384,0.693484087995646,0.704169221918887,0.842181505067996,0.263711093460418,0.73422092910484,0.359026667561065,0.413431071175218,0.663929691342584,0.635675675675675,0.296633818410958,0.758296146044624,0.609238289205703,0.75,0.00232454200946934,0.000252678359706172,0.000681839936954675,0.00460152793786251,-28.29
"19421",0.315,0.485,0,0.05,0.15,0,0,0,0,0,0,0.608125226203402,0.658108108108107,0.328123420038134,0.253411115782374,0.565841429246329,0.640562522437759,0.825667322001494,0.688966642768344,0.832317637661604,0.112969949695525,0.517874115022791,0.257139459492802,0.402577441475523,0.647590418350419,0.608108108108107,0.410925475818623,0.679373295096873,0.545010183299389,0.5,0.00135295134786953,0.000223807227374819,0.000789499209492626,0.00220646835008221,-28.12
"19422",0.315,0.485,0,0.1,0.1,0,0,0,0,0,0,0.625769091567137,0.667117117117116,0.439398639975201,0.389343960864097,0.598300787316666,0.614771991070283,0.789072596964159,0.713779640341925,0.834566935084656,0.150422513458653,0.591193870623606,0.295974596726658,0.38484275242374,0.673267751085532,0.608108108108108,0.359888673176502,0.692662796390851,0.565376782077393,0.5,0.00177533615891173,0.000231800342638206,0.000762968555231835,0.00326550856858878,-27.86
"19423",0.315,0.485,0,0.075,0.125,0,0,0,0,0,0,0.61694715888527,0.662612612612613,0.383761030006668,0.321273026062907,0.590463630067928,0.627667256754021,0.807471752317591,0.701738038578275,0.833441884223837,0.131696231577089,0.554533992823199,0.280895023812915,0.393710096949633,0.660472377026689,0.608108108108107,0.385407074497563,0.686018045743862,0.555193482688391,0.5,0.00156414375339063,0.000227803785006513,0.000776233882362229,0.00273598845933549,-27.8
"19424",0.315,0.485,0,0.15,0.05,0,0,0,0,0,0,0.643412956930873,0.676126126126124,0.550673859912269,0.526116778918615,0.565841429246329,0.588981459702807,0.751647441856477,0.735673461730378,0.836819453498012,0.187875077221781,0.66451362622442,0.299882494165403,0.367108063371954,0.698603498778216,0.608108108108107,0.308851870534383,0.705952297684828,0.585743380855397,0.5,0.00219772096995392,0.000239793457901594,0.000736437900971042,0.00432454878709535,-27.53
"19425",0.315,0.485,0,0.125,0.075,0,0,0,0,0,0,0.634591024249005,0.671621621621621,0.495036249943735,0.457624887414283,0.590463630067928,0.601876725386545,0.770465869894803,0.725091448059293,0.835692791192551,0.169148795340217,0.627853748424013,0.30263067978587,0.375975407897847,0.685977736304008,0.608108108108107,0.334370271855442,0.69930754703784,0.575560081466395,0.5,0.00198652856443282,0.0002357969002699,0.000749703228101437,0.00379502867784206,-27.06
"19426",0.309,0.485,0,0.1818,0.01468,0.00952,0,0,0,0,0,0.667271444082519,0.691210810810811,0.628485554534179,0.6243499456051,0.542114421726703,0.555954724206373,0.714090063678899,0.739624838997702,0.839708690042568,0.240284961256729,0.738468974881195,0.314603406702795,0.371321825490658,0.703601612542258,0.620972972972972,0.269917421507879,0.74373420997412,0.601313238289206,0.75,0.00249738187414781,0.000249046288130489,0.000708559064983335,0.00503728048795478,-24.24
"19427",0.309,0.485,0,0.135,0.037,0.034,0,0,0,0,0,0.641232356134637,0.665135135135135,0.525382024817284,0.51559299268462,0.655099000939299,0.492462975113169,0.666975517470851,0.657389913973824,0.845277990945615,0.287082781749184,0.728910871884396,0.400085709081096,0.466067628280916,0.612659746535414,0.654054054054054,0.330029314539807,0.776498566132755,0.619144602851324,0.75,0.00210849217862126,0.000257218449175776,0.000648441026918851,0.00405683725024717,-21.35
"19428",0.27,0.48,0,0.25,0,0,0,0,0,0,0,0.822294607310894,0.84144144144144,0.827114985966591,0.813914779467052,0.44575849913092,0.705100748131732,0.815199400185287,0.881831748026053,0.801027439040252,0.191157002912364,0.851556590049462,0.251646954468564,0.185623078742018,0.851814713026219,0.567567567567567,0.0926911268764415,0.833321675876058,0.511608961303462,0.25,0.0032721623330425,0.000223807227374819,0.000888458549885376,0.00672655702775359,-33.04
"19429",0.27,0.475,0,0.25,0,0,0,0.005,0,0,0,0.826909156713718,0.849099099099098,0.826261416051322,0.812064029441882,0.480244148680002,0.705430866933235,0.814827261182664,0.88073705695663,0.775211522375052,0.204930059129821,0.860323925904374,0.277629075309807,0.170844171198863,0.844694940410286,0.540540540540541,0.0803876119537877,0.830943554591873,0.527698574338086,0.5,0.00326688252290448,0.000213149740356971,0.000891854473630758,0.00672131471940527,-31.14
"19430",0.24,0.475,0,0.23,0.05,0,0,0.005,0,0,0,0.901556279406443,0.926576576576574,0.814912787061339,0.769255070007684,0.641814379741547,0.803022237627766,0.90858927474228,0.932289708385975,0.766861458715928,0.14600984026123,0.852759189215401,0.347221989930717,0.103452352802079,0.896508011466937,0.540540540540541,0.0444298646377489,0.884381338742393,0.460896130346232,0.75,0.00324048347221434,0.000200360755935553,0.00101262201182588,0.00647257345042062,-26.13
