"","Ti","Ni","Cu","Hf","Zr","Nb","Co","Cr","Fe","Mn","Pd","delta.r.mix","H.mix","ou.mix","VEC.mix","numa","EI","mean","sd"
"169952",0.33,0.446,0.036,0.188,0,0,0,0,0,0,0,0.657107258,0.35560233,0.377058304,0.632432432,0.5,0.153515448338714,28.7192904965225,3.33640551041239
"49987",0.284,0.476,0,0.234,0,0,0,0.006,0,0,0,0.784152393,0.218046951,0.279853779,0.551351351,0.5,0.153482125258314,29.6773725993618,2.782897645674
"84050",0.438,0.478,0,0.084,0,0,0,0,0,0,0,0.403853417,0.315125761,0.166326345,0.551351351,0.25,0.153477064421132,26.2667763057013,4.6726276703866
"42622",0.274,0.466,0.01,0.25,0,0,0,0,0,0,0,0.802094222,0.227680699,0.300964473,0.548648649,0.5,0.153467429285666,29.6399655291707,2.80487713905815
"199",0.282,0.472,0.002,0.244,0,0,0,0,0,0,0,0.792007059,0.206757568,0.267429773,0.521621622,0.5,0.153459036889894,28.4920561117193,3.46419086129145
"42925",0.274,0.46,0.016,0.25,0,0,0,0,0,0,0,0.797988895,0.24776807,0.323768641,0.556756757,0.5,0.153390129706179,28.7502929476127,3.31811748621146
"252745",0.38,0.474,0.012,0.134,0,0,0,0,0,0,0,0.543485593,0.314381784,0.263377723,0.632432432,0.5,0.15334072572558,28.2386035986933,3.60515210556487
"157620",0.328,0.48,0,0.168,0,0,0,0.024,0,0,0,0.657759247,0.302949431,0.318261773,0.632432432,0.5,0.153315806494051,29.0266851678367,3.16019994558985
"173386",0.326,0.482,0,0.188,0,0,0,0.004,0,0,0,0.686384398,0.244355308,0.25843891,0.594594595,0.5,0.153245303878095,28.8641111875989,3.25263879802498
"168347",0.308,0.478,0.004,0.21,0,0,0,0,0,0,0,0.729270161,0.232962669,0.266771173,0.589189189,0.5,0.153085510811585,28.7834356986851,3.29756513228727
"168069",0.46,0.482,0,0.058,0,0,0,0,0,0,0,0.328791279,0.33272615,0.131507775,0.583783784,0.25,0.153054695928601,26.0339025384239,4.79206153369693
"173389",0.32,0.482,0,0.194,0,0,0,0.004,0,0,0,0.700487772,0.23987821,0.26039463,0.594594595,0.5,0.153043289362814,29.0108494332587,3.16773681127027
"170173",0.292,0.442,0.04,0.226,0,0,0,0,0,0,0,0.740244941,0.34013238,0.398486714,0.637837838,0.5,0.153032819803411,28.7370100649443,3.32357445336692
"126546",0.284,0.472,0.008,0.236,0,0,0,0,0,0,0,0.780448565,0.228315241,0.289257022,0.578378378,0.5,0.152993343402558,28.4508133393153,3.48455391910401
"169975",0.284,0.446,0.036,0.234,0,0,0,0,0,0,0,0.760212905,0.320993734,0.386429132,0.632432432,0.5,0.152986160305251,28.5587808474954,3.42389269740004
"13230",0.268,0.474,0,0.248,0,0,0,0.01,0,0,0,0.816465403,0.217287971,0.295798822,0.545945946,0.5,0.152948595344218,30.2975920016535,2.40810313345708
"189141",0.316,0.482,0,0.186,0,0,0,0.016,0,0,0,0.695889499,0.271365281,0.299688791,0.627027027,0.5,0.152870431304007,29.3923416770971,2.94666177146888
"252744",0.382,0.474,0.012,0.132,0,0,0,0,0,0,0,0.538173581,0.315888271,0.261954691,0.632432432,0.5,0.152774810012615,28.1926903137269,3.62722291274057
"170051",0.334,0.444,0.038,0.184,0,0,0,0,0,0,0,0.646312015,0.365193716,0.382074049,0.635135135,0.5,0.152747280457671,28.8446958642032,3.26083150057368
"42034",0.44,0.476,0,0.084,0,0,0,0,0,0,0,0.40188781,0.316095667,0.166926719,0.535135135,0.25,0.152731202983865,26.0003671938831,4.80727779572273
"28979",0.27,0.474,0,0.234,0,0,0,0.022,0,0,0,0.803204892,0.252343129,0.331544211,0.578378378,0.5,0.15266034845463,28.0061243905205,3.72980494839145
"225874",0.38,0.484,0,0.124,0,0,0,0.012,0,0,0,0.534139972,0.308569411,0.252332001,0.632432432,0.5,0.152644789150854,28.1504190569039,3.64988252564402
"38",0.402,0.474,0,0.124,0,0,0,0,0,0,0,0.511231239,0.28784485,0.206609515,0.518918919,0.25,0.152616149229771,26.2021731543793,4.70047030891706
"131372",0.324,0.48,0,0.192,0,0,0,0.004,0,0,0,0.693143774,0.242488748,0.260926964,0.578378378,0.5,0.152594142172933,28.4187627970926,3.50011343104124
"31606",0.266,0.474,0,0.236,0,0,0,0.024,0,0,0,0.810216601,0.255025152,0.337156842,0.583783784,0.5,0.152558003714573,27.8637107455333,3.8075885589127
"43026",0.274,0.458,0.018,0.25,0,0,0,0,0,0,0,0.796618456,0.25444974,0.331033716,0.559459459,0.5,0.152533535531866,28.5636637691818,3.418473409587
"134001",0.316,0.48,0,0.198,0,0,0,0.006,0,0,0,0.709646323,0.242210749,0.270558118,0.583783784,0.5,0.152522021593239,28.4014546382418,3.50936172420432
"157647",0.274,0.48,0,0.222,0,0,0,0.024,0,0,0,0.787140975,0.262345777,0.332015125,0.632432432,0.5,0.152480397859341,29.1072037413954,3.10933572485459
"131389",0.29,0.48,0,0.226,0,0,0,0.004,0,0,0,0.769956788,0.217223546,0.268588049,0.578378378,0.5,0.152479580389462,28.6381618963485,3.37620506867636
"211774",0.312,0.452,0.032,0.204,0,0,0,0,0,0,0,0.699644307,0.328931251,0.367353297,0.643243243,0.5,0.152474520405598,29.2921919709733,3.00263575348871
"160245",0.328,0.48,0,0.166,0,0,0,0.026,0,0,0,0.654729381,0.308785632,0.323226127,0.637837838,0.5,0.152418491862432,29.1891347343445,3.06185520022677
"252655",0.358,0.476,0.01,0.156,0,0,0,0,0,0,0,0.60176814,0.291163181,0.269304612,0.62972973,0.5,0.152244028625625,28.6396890336649,3.37396236338764
"225935",0.258,0.484,0,0.246,0,0,0,0.012,0,0,0,0.829851511,0.216727562,0.294627257,0.632432432,0.5,0.152223926170597,29.0541419765789,3.13833833423321
"84049",0.44,0.478,0,0.082,0,0,0,0,0,0,0,0.397985438,0.316602242,0.163997035,0.551351351,0.25,0.152213350603522,26.2167289783653,4.68990155679416
"252743",0.384,0.474,0.012,0.13,0,0,0,0,0,0,0,0.532838497,0.317394758,0.260501305,0.632432432,0.5,0.152155958332393,28.1472946562564,3.64860603298371
"254793",0.322,0.486,0,0.19,0,0,0,0.002,0,0,0,0.693871243,0.23655635,0.248308732,0.621621622,0.5,0.152064438928872,29.67581426824,2.77642737038588
"252479",0.306,0.48,0.006,0.208,0,0,0,0,0,0,0,0.729019384,0.238747683,0.272638163,0.624324324,0.5,0.151980638167043,29.7051403930331,2.75869922048956
"252788",0.294,0.474,0.012,0.22,0,0,0,0,0,0,0,0.751906898,0.249602859,0.299042855,0.632432432,0.5,0.151973148170002,29.5922662902324,2.8250712590221
"157648",0.272,0.48,0,0.224,0,0,0,0.024,0,0,0,0.791665078,0.260841938,0.332178339,0.632432432,0.5,0.151890651607614,29.071510124787,3.12651547955365
"168253",0.294,0.48,0.002,0.224,0,0,0,0,0,0,0,0.761630029,0.215844144,0.259784483,0.586486486,0.5,0.151848693608538,28.6678934327472,3.35573951253624
"378146",0.456,0.492,0,0.052,0,0,0,0,0,0,0,0.317475257,0.334381784,0.120469718,0.664864865,0.25,0.151822104051829,26.834607863776,4.35974103419494
"211772",0.316,0.452,0.032,0.2,0,0,0,0,0,0,0,0.690487394,0.331949519,0.366339869,0.643243243,0.5,0.151811635380949,29.3119825194454,2.98755711104786
"294364",0.364,0.484,0.004,0.148,0,0,0,0,0,0,0,0.587684021,0.276293355,0.238523582,0.637837838,0.5,0.151809841827561,28.8776528822845,3.23672023542292
"65750",0.258,0.476,0,0.248,0,0,0,0.018,0,0,0,0.830777261,0.232425205,0.318717839,0.583783784,0.5,0.151806360627316,27.963024626608,3.74822737565816
"262645",0.368,0.486,0,0.138,0,0,0,0.008,0,0,0,0.570209242,0.288611773,0.247143452,0.637837838,0.5,0.151798263300615,28.7176443500895,3.32735487411031
"303",0.276,0.47,0.004,0.25,0,0,0,0,0,0,0,0.802998497,0.209113053,0.277228342,0.524324324,0.5,0.151736375226385,28.8932160374493,3.22744774672185
"131373",0.322,0.48,0,0.194,0,0,0,0.004,0,0,0,0.697811729,0.241002559,0.261565976,0.578378378,0.5,0.151698864496575,28.4393976133211,3.48320234237421
"168465",0.274,0.476,0.006,0.244,0,0,0,0,0,0,0,0.801741247,0.214290883,0.279849746,0.591891892,0.5,0.151682558889809,28.704778509182,3.33394855335113
"168464",0.276,0.476,0.006,0.242,0,0,0,0,0,0,0,0.797538237,0.215782367,0.27978136,0.591891892,0.5,0.15160979085072,28.701591026073,3.33532367880109
"169978",0.278,0.446,0.036,0.24,0,0,0,0,0,0,0,0.772960911,0.316479569,0.386718367,0.632432432,0.5,0.151586489286876,28.4673359797437,3.46689414762833
"168068",0.462,0.482,0,0.056,0,0,0,0,0,0,0,0.322520983,0.334214985,0.128558103,0.583783784,0.25,0.15155549812609,25.9768906093911,4.81093463790243
"168248",0.304,0.48,0.002,0.214,0,0,0,0,0,0,0,0.739565917,0.223292737,0.258065046,0.586486486,0.5,0.151546750097219,28.7391149830822,3.31375330221474
"194381",0.336,0.482,0,0.162,0,0,0,0.02,0,0,0,0.640573708,0.298047833,0.302533719,0.637837838,0.5,0.151506770580972,29.1816416895279,3.06112192359322
"168466",0.272,0.476,0.006,0.246,0,0,0,0,0,0,0,0.805927375,0.2127994,0.279895773,0.591891892,0.5,0.151499045957558,28.7130098366242,3.32822824496102
"60492",0.274,0.476,0,0.236,0,0,0,0.014,0,0,0,0.79960862,0.233035919,0.306674251,0.572972973,0.5,0.151399002432214,28.5491834563907,3.41989076709229
"123478",0.332,0.478,0,0.16,0,0,0,0.03,0,0,0,0.641160606,0.322694378,0.332967608,0.632432432,0.5,0.151288509535659,28.803640791018,3.27573054832619
"169853",0.326,0.448,0.034,0.192,0,0,0,0,0,0,0,0.667823945,0.346007413,0.371891493,0.62972973,0.5,0.15124160496292,28.6412134683818,3.36721352923797
"252837",0.398,0.472,0.014,0.116,0,0,0,0,0,0,0,0.493501123,0.334598005,0.257023733,0.635135135,0.5,0.15116756023339,27.9253945043352,3.76491334431681
"42033",0.442,0.476,0,0.082,0,0,0,0,0,0,0,0.396036607,0.317565969,0.164587389,0.535135135,0.25,0.151088122984115,25.9496997149167,4.82170330221781
"126444",0.286,0.474,0.006,0.234,0,0,0,0,0,0,0,0.777544079,0.22311623,0.280711115,0.575675676,0.5,0.151010093391682,28.6482118106711,3.36190998841
"169766",0.298,0.45,0.032,0.22,0,0,0,0,0,0,0,0.732577237,0.318373489,0.371925631,0.627027027,0.5,0.150878933491774,28.6266226264911,3.37329034859847
"252964",0.346,0.47,0.016,0.168,0,0,0,0,0,0,0,0.627722817,0.302034242,0.298204672,0.637837838,0.5,0.150875964257816,29.1010861825602,3.10387239778419
"294261",0.368,0.486,0.002,0.144,0,0,0,0,0,0,0,0.578645593,0.272650252,0.226540838,0.635135135,0.5,0.150822983280172,28.701535429978,3.33075389932987
"252460",0.344,0.48,0.006,0.17,0,0,0,0,0,0,0,0.639312419,0.267320625,0.259856582,0.624324324,0.5,0.150805846729635,29.0261271738772,3.14637574338174
"262701",0.256,0.486,0,0.25,0,0,0,0.008,0,0,0,0.835736177,0.204149678,0.279951838,0.637837838,0.5,0.150758483544156,29.2369238612354,3.0251369798629
"294500",0.294,0.482,0.006,0.218,0,0,0,0,0,0,0,0.754307721,0.230095314,0.273262586,0.640540541,0.5,0.150727369114884,29.9045895997268,2.63404116969663
"37",0.404,0.474,0,0.122,0,0,0,0,0,0,0,0.505895443,0.289308975,0.204979358,0.518918919,0.25,0.150721976325513,26.1530256806081,4.71255026555245
"228510",0.358,0.484,0,0.144,0,0,0,0.014,0,0,0,0.589924516,0.297852793,0.272765586,0.637837838,0.5,0.150708624670458,28.8842463480752,3.22665430099021
"173408",0.282,0.482,0,0.232,0,0,0,0.004,0,0,0,0.785899326,0.211523255,0.267854849,0.594594595,0.5,0.150688716409445,28.9228742270863,3.20457973143931
"228511",0.356,0.484,0,0.146,0,0,0,0.014,0,0,0,0.595193229,0.296345424,0.273963578,0.637837838,0.5,0.150678781948343,28.939918803237,3.19482235269454
"253080",0.316,0.468,0.018,0.198,0,0,0,0,0,0,0,0.69806532,0.286018004,0.316590894,0.640540541,0.5,0.150645142278315,29.5918468008776,2.8182941821438
"228509",0.36,0.484,0,0.142,0,0,0,0.014,0,0,0,0.584633255,0.299360162,0.271538696,0.637837838,0.5,0.150630969084969,28.8290767270736,3.25751279486716
"120863",0.312,0.478,0,0.182,0,0,0,0.028,0,0,0,0.694713114,0.301849793,0.336172515,0.627027027,0.5,0.150607856217819,29.0226991658679,3.14721380021009
"294595",0.306,0.48,0.008,0.206,0,0,0,0,0,0,0,0.72588161,0.245775307,0.279308121,0.643243243,0.5,0.150604971581292,30.1338490227412,2.49606682101506
"168463",0.278,0.476,0.006,0.24,0,0,0,0,0,0,0,0.793318263,0.21727385,0.279690586,0.591891892,0.5,0.150583644482379,28.692317056199,3.33455081894475
"211277",0.296,0.462,0.022,0.22,0,0,0,0,0,0,0,0.742291738,0.28394846,0.336758393,0.62972973,0.5,0.150533512656028,29.067737289299,3.12104625618101
"131374",0.32,0.48,0,0.196,0,0,0,0.004,0,0,0,0.702460496,0.239516371,0.262180975,0.578378378,0.5,0.150528376450137,28.4557407331874,3.46703763174345
"131371",0.326,0.48,0,0.19,0,0,0,0.004,0,0,0,0.688456529,0.243974936,0.260263828,0.578378378,0.5,0.150506483674967,28.3640422353431,3.51808366935667
"5351",0.276,0.474,0,0.246,0,0,0,0.004,0,0,0,0.803499547,0.206587239,0.274490379,0.52972973,0.5,0.150506235486962,29.486435664822,2.87914816513458
"134002",0.314,0.48,0,0.2,0,0,0,0.006,0,0,0,0.71427069,0.240722796,0.271114746,0.583783784,0.5,0.150492662477777,28.4127595501042,3.4908310815001
"228508",0.362,0.484,0,0.14,0,0,0,0.014,0,0,0,0.579319306,0.300867532,0.270282652,0.637837838,0.5,0.15045076903096,28.7744136819392,3.28741627661758
"173385",0.328,0.482,0,0.186,0,0,0,0.004,0,0,0,0.68164432,0.245847675,0.257738378,0.594594595,0.5,0.150429399312197,28.7833697581173,3.28222639126472
"133994",0.33,0.48,0,0.184,0,0,0,0.006,0,0,0,0.676737193,0.252626423,0.26598617,0.583783784,0.5,0.150423659524148,28.1651741584472,3.62801416921198
"34238",0.252,0.474,0,0.248,0,0,0,0.026,0,0,0,0.838811291,0.250280646,0.342368742,0.589189189,0.5,0.1504205130222,27.7035808748604,3.8816195370176
"252687",0.294,0.476,0.01,0.22,0,0,0,0,0,0,0,0.753246838,0.24298385,0.291269607,0.62972973,0.5,0.150374382210795,29.4150867790679,2.91994886870336
"168440",0.324,0.476,0.006,0.194,0,0,0,0,0,0,0,0.691378785,0.251577972,0.271309134,0.591891892,0.5,0.150274730245034,28.5284901178262,3.42480410468154
"84048",0.442,0.478,0,0.08,0,0,0,0,0,0,0,0.392090515,0.318078722,0.161625023,0.551351351,0.25,0.150211512393704,26.1545695746384,4.7080150853788
"42824",0.274,0.462,0.014,0.25,0,0,0,0,0,0,0,0.799358334,0.24107934,0.316353555,0.554054054,0.5,0.15020267361826,28.9779278892321,3.17045665967865
"84429",0.286,0.472,0.006,0.236,0,0,0,0,0,0,0,0.778750083,0.223066808,0.282330292,0.559459459,0.5,0.150193628714883,29.1446361117367,3.07507514475538
"169951",0.332,0.446,0.036,0.186,0,0,0,0,0,0,0,0.652398598,0.357107051,0.37635466,0.632432432,0.5,0.150190226957529,28.6562562635306,3.35255294458618
"211557",0.342,0.456,0.028,0.174,0,0,0,0,0,0,0,0.631778965,0.338384962,0.344005868,0.637837838,0.5,0.15018805684163,28.9378341638666,3.19320382619557
"126649",0.28,0.47,0.01,0.24,0,0,0,0,0,0,0,0.787557814,0.232018357,0.297567637,0.581081081,0.5,0.150183567164801,28.3253068863715,3.5376873233075
"228507",0.364,0.484,0,0.138,0,0,0,0.014,0,0,0,0.573982529,0.302374901,0.268997188,0.637837838,0.5,0.150172746042292,28.7202612873828,3.31638196102824
"211683",0.292,0.454,0.03,0.224,0,0,0,0,0,0,0,0.745673377,0.30727385,0.364389015,0.640540541,0.5,0.150161034830054,29.2263637538041,3.02791565000926
"85042",0.272,0.46,0.018,0.25,0,0,0,0,0,0,0,0.799814442,0.25279234,0.329410194,0.575675676,0.5,0.150150553438705,28.0902191287067,3.66774816623302
"84635",0.278,0.468,0.01,0.244,0,0,0,0,0,0,0,0.792841676,0.230543641,0.299264584,0.564864865,0.5,0.150126280904547,28.9932652941811,3.16127883290596
"252836",0.4,0.472,0.014,0.114,0,0,0,0,0,0,0,0.487975994,0.336105375,0.255312919,0.635135135,0.5,0.150114362532116,27.8631340395754,3.79241337327106
"168067",0.464,0.482,0,0.054,0,0,0,0,0,0,0,0.316220796,0.335703821,0.125549283,0.583783784,0.25,0.150111172809695,25.9204981333209,4.82971216806636
"169976",0.282,0.446,0.036,0.236,0,0,0,0,0,0,0,0.76447949,0.319489012,0.386548962,0.632432432,0.5,0.150096278781967,28.4984816476507,3.44054024387563
"168357",0.288,0.478,0.004,0.23,0,0,0,0,0,0,0,0.773308603,0.218056659,0.270077825,0.589189189,0.5,0.150076939609413,28.5921614494409,3.38791467164054
"169754",0.322,0.45,0.032,0.196,0,0,0,0,0,0,0,0.678463008,0.336408967,0.366570937,0.627027027,0.5,0.150054737967111,28.6670269616031,3.34569159521942
"254792",0.324,0.486,0,0.188,0,0,0,0.002,0,0,0,0.689136774,0.238059306,0.247644784,0.621621622,0.5,0.150039997366603,29.6020842200759,2.80909006067134
"225934",0.26,0.484,0,0.244,0,0,0,0.012,0,0,0,0.825574564,0.218233166,0.294666869,0.632432432,0.5,0.150019376422151,29.0673712497927,3.11835662604144
"168334",0.334,0.478,0.004,0.184,0,0,0,0,0,0,0,0.66925907,0.252340482,0.258983983,0.589189189,0.5,0.149990863724807,28.3088336499135,3.54567253438621
"194401",0.296,0.482,0,0.202,0,0,0,0.02,0,0,0,0.738689289,0.267918101,0.316198573,0.637837838,0.5,0.149963523823343,29.6907368699714,2.75664722402771
"252742",0.386,0.474,0.012,0.128,0,0,0,0,0,0,0,0.527480194,0.318901244,0.259017247,0.632432432,0.5,0.14986377542617,28.075560509379,3.67404714757476
"134015",0.288,0.48,0,0.226,0,0,0,0.006,0,0,0,0.772700362,0.221379402,0.276214822,0.583783784,0.5,0.149858411073746,28.4542649052489,3.46383274774276
"378147",0.454,0.492,0,0.054,0,0,0,0,0,0,0,0.323898283,0.33286206,0.123491458,0.664864865,0.25,0.149807241863614,26.8335036614965,4.34637621877784
"99881",0.276,0.478,0,0.234,0,0,0,0.012,0,0,0,0.795431084,0.229134234,0.29882052,0.583783784,0.5,0.14980545986898,28.2858883388561,3.55728736430985
"228506",0.366,0.484,0,0.136,0,0,0,0.014,0,0,0,0.568622779,0.30388227,0.267682028,0.637837838,0.5,0.149801406518772,28.6666238754093,3.34442597623479
"211664",0.33,0.454,0.03,0.186,0,0,0,0,0,0,0,0.659185927,0.335930633,0.355399347,0.640540541,0.5,0.149757862144712,29.1447882623982,3.07254968018922
"134003",0.312,0.48,0,0.202,0,0,0,0.006,0,0,0,0.718876129,0.239234842,0.271647561,0.583783784,0.5,0.149676754331058,28.4380875122902,3.47177074097603
"168441",0.322,0.476,0.006,0.196,0,0,0,0,0,0,0,0.696013131,0.250086488,0.271930129,0.591891892,0.5,0.149640893524049,28.5570598661423,3.40501209931285
"47367",0.274,0.476,0,0.246,0,0,0,0.004,0,0,0,0.806602875,0.205116936,0.272985232,0.545945946,0.5,0.149596658628633,30.6201477690088,2.19362573567679
"128665",0.288,0.43,0.05,0.232,0,0,0,0,0,0,0,0.743260699,0.370064425,0.431860539,0.635135135,0.5,0.149594449640557,28.2861005876495,3.5558771828528
"223264",0.35,0.484,0,0.156,0,0,0,0.01,0,0,0,0.617008034,0.280163269,0.26592487,0.627027027,0.5,0.149579318783974,28.7076713977904,3.32000137875566
"253078",0.32,0.468,0.018,0.194,0,0,0,0,0,0,0,0.688763809,0.289036272,0.315433742,0.640540541,0.5,0.149530016487159,29.5397714227979,2.84280895909438
"173390",0.318,0.482,0,0.196,0,0,0,0.004,0,0,0,0.705150293,0.238385844,0.260998292,0.594594595,0.5,0.149522317804622,29.0118557541114,3.14724350249868
"168233",0.334,0.48,0.002,0.184,0,0,0,0,0,0,0,0.670599479,0.245638514,0.249413011,0.586486486,0.5,0.149450609468635,28.1472906721749,3.63187457960403
"252890",0.292,0.472,0.014,0.222,0,0,0,0,0,0,0,0.754985304,0.25470744,0.306892488,0.635135135,0.5,0.149449382956843,29.7318164694503,2.72977212188388
"228505",0.368,0.484,0,0.134,0,0,0,0.014,0,0,0,0.563239914,0.305389639,0.266336889,0.637837838,0.5,0.14944479411828,28.6139551913721,3.37192676457652
"252695",0.278,0.476,0.01,0.236,0,0,0,0,0,0,0,0.788110107,0.230939017,0.292939334,0.62972973,0.5,0.149442599325478,29.2283923673883,3.0227637136863
"94627",0.284,0.478,0,0.23,0,0,0,0.008,0,0,0,0.78127153,0.223803724,0.285194012,0.572972973,0.5,0.149439858721366,28.7649575735453,3.28686787938689
"85143",0.272,0.458,0.02,0.25,0,0,0,0,0,0,0,0.798447546,0.259447533,0.336531301,0.578378378,0.5,0.149413599059319,27.9066719961983,3.76409029019351
"157649",0.27,0.48,0,0.226,0,0,0,0.024,0,0,0,0.796171009,0.259338099,0.33231755,0.632432432,0.5,0.149394070104912,29.0134413043136,3.14561008210837
"15850",0.278,0.474,0,0.236,0,0,0,0.012,0,0,0,0.793923193,0.230217104,0.30187251,0.551351351,0.5,0.149386798775407,29.3000894852257,2.98113693412292
"65747",0.264,0.476,0,0.242,0,0,0,0.018,0,0,0,0.817985343,0.23688377,0.31880507,0.583783784,0.5,0.149383103350981,28.0180334589203,3.70272630256179
"131375",0.318,0.48,0,0.198,0,0,0,0.004,0,0,0,0.707090179,0.238030183,0.262772068,0.578378378,0.5,0.149376777227016,28.4733212793518,3.45028801461614
"42722",0.276,0.464,0.012,0.248,0,0,0,0,0,0,0,0.796612832,0.235859147,0.308732855,0.551351351,0.5,0.149373631249651,29.1895455399772,3.04471314495869
"169977",0.28,0.446,0.036,0.238,0,0,0,0,0,0,0,0.768728797,0.317984291,0.386645359,0.632432432,0.5,0.149346765652007,28.4700577213106,3.45193045830834
"228504",0.37,0.484,0,0.132,0,0,0,0.014,0,0,0,0.557833786,0.306897008,0.264961474,0.637837838,0.5,0.149342673234876,28.5632706929737,3.39975252281559
"157646",0.276,0.48,0,0.22,0,0,0,0.024,0,0,0,0.782598609,0.263849616,0.331827856,0.632432432,0.5,0.149297059303367,29.1007167457028,3.09520913762899
"170757",0.334,0.482,0,0.182,0,0,0,0.002,0,0,0,0.669660397,0.244619186,0.247675068,0.589189189,0.5,0.149275708599705,28.2064658966279,3.59806344022429
"18475",0.278,0.474,0,0.234,0,0,0,0.014,0,0,0,0.792395005,0.23579737,0.308029043,0.556756757,0.5,0.149241680712574,28.909104971567,3.20410205840829
"170772",0.304,0.482,0,0.212,0,0,0,0.002,0,0,0,0.73911978,0.222260171,0.256544298,0.589189189,0.5,0.149236423359815,28.811943387078,3.25912877233554
"262698",0.262,0.486,0,0.244,0,0,0,0.008,0,0,0,0.822995086,0.208674433,0.280094518,0.637837838,0.5,0.149223160034559,29.3290019667383,2.96354033843568
"265301",0.306,0.486,0,0.198,0,0,0,0.01,0,0,0,0.722444719,0.247662166,0.281258737,0.643243243,0.5,0.149223136341478,30.1074098455844,2.50513886314209
"294470",0.354,0.482,0.006,0.158,0,0,0,0,0,0,0,0.611880769,0.275395817,0.252970404,0.640540541,0.5,0.149184750223672,29.2259772459854,3.02272109039956
"211775",0.31,0.452,0.032,0.206,0,0,0,0,0,0,0,0.704194562,0.327422116,0.367823281,0.643243243,0.5,0.14918170502822,29.2374347167342,3.01611241929544
"191749",0.35,0.482,0,0.15,0,0,0,0.018,0,0,0,0.607527579,0.302746448,0.29012491,0.632432432,0.5,0.149176312632499,28.7080087538308,3.31744309721947
"228503",0.372,0.484,0,0.13,0,0,0,0.014,0,0,0,0.552404247,0.308404377,0.263555479,0.637837838,0.5,0.149162587356803,28.5131147340636,3.4267566787553
"260017",0.374,0.486,0,0.134,0,0,0,0.006,0,0,0,0.557557082,0.287286206,0.236859366,0.632432432,0.5,0.14915442117492,28.2620503202757,3.56652078417845
"168462",0.28,0.476,0.006,0.238,0,0,0,0,0,0,0,0.789081244,0.218765334,0.279577389,0.591891892,0.5,0.149102825331985,28.6830712647636,3.33105118761806
"42032",0.444,0.476,0,0.08,0,0,0,0,0,0,0,0.390158539,0.319036272,0.162205365,0.535135135,0.25,0.148958615658813,25.8907373287514,4.836637285654
"228502",0.374,0.484,0,0.128,0,0,0,0.014,0,0,0,0.546951147,0.309911747,0.262118588,0.637837838,0.5,0.148909670035446,28.4635121160124,3.4529510387354
"36",0.406,0.474,0,0.12,0,0,0,0,0,0,0,0.500536254,0.2907731,0.203317827,0.518918919,0.25,0.148861068129652,26.1040310653533,4.72458266693934
"170778",0.292,0.482,0,0.224,0,0,0,0.002,0,0,0,0.765731929,0.213316565,0.258618094,0.589189189,0.5,0.14881974831466,28.6926023695312,3.32401836214873
"189136",0.326,0.482,0,0.176,0,0,0,0.016,0,0,0,0.671463747,0.278880064,0.296115057,0.627027027,0.5,0.148761585277059,29.1140389467607,3.08456926539907
"168066",0.466,0.482,0,0.052,0,0,0,0,0,0,0,0.309890481,0.337192657,0.122479382,0.583783784,0.25,0.148723137517668,25.864745340786,4.84840646661048
"134004",0.31,0.48,0,0.204,0,0,0,0.006,0,0,0,0.72346274,0.237746889,0.272156657,0.583783784,0.5,0.148695525506908,28.4642812217576,3.45122944281751
"225873",0.382,0.484,0,0.122,0,0,0,0.012,0,0,0,0.528631422,0.310075015,0.250793538,0.632432432,0.5,0.148686386483242,28.0468571518015,3.68248451905638
"262644",0.37,0.486,0,0.136,0,0,0,0.008,0,0,0,0.564880815,0.290120025,0.245816053,0.637837838,0.5,0.148685294441927,28.6214850395051,3.3631905934813
"128652",0.314,0.43,0.05,0.206,0,0,0,0,0,0,0,0.686142539,0.389625805,0.427883804,0.635135135,0.5,0.148678516144295,28.6078608573927,3.37079459584926
"252556",0.354,0.478,0.008,0.16,0,0,0,0,0,0,0,0.613171192,0.281499426,0.263377035,0.627027027,0.5,0.148641312464651,28.6899426658774,3.32446255970976
"228501",0.376,0.484,0,0.126,0,0,0,0.014,0,0,0,0.541474336,0.311419116,0.260650472,0.637837838,0.5,0.14861555831019,28.4147741437895,3.47834923159737
"157639",0.29,0.48,0,0.206,0,0,0,0.024,0,0,0,0.750282662,0.274376489,0.329838438,0.632432432,0.5,0.148601287310452,29.2707884274074,2.99369320447038
"170050",0.336,0.444,0.038,0.182,0,0,0,0,0,0,0,0.641564084,0.36669932,0.381320032,0.635135135,0.5,0.148598371895394,28.7734250305778,3.27716921542346
"160273",0.272,0.48,0,0.222,0,0,0,0.026,0,0,0,0.789586321,0.266628718,0.337528211,0.637837838,0.5,0.148503939823907,29.2701897627551,2.99349881489872
"84941",0.272,0.462,0.016,0.25,0,0,0,0,0,0,0,0.801180341,0.246130086,0.322158406,0.572972973,0.5,0.148492435460945,28.3089919544245,3.53641495690558
"168439",0.326,0.476,0.006,0.192,0,0,0,0,0,0,0,0.686725283,0.253069455,0.270664101,0.591891892,0.5,0.148451356857867,28.47381652063,3.44443400136289
"168348",0.306,0.478,0.004,0.212,0,0,0,0,0,0,0,0.733755116,0.231472068,0.267205116,0.589189189,0.5,0.148376395838059,28.7473368496104,3.29058252766629
"84047",0.444,0.478,0,0.078,0,0,0,0,0,0,0,0.386168454,0.319555203,0.15920943,0.551351351,0.25,0.148254905366588,26.092757916971,4.72600763322233
