"","Ti","Ni","Cu","Hf","Zr","Nb","Co","Cr","Fe","Mn","Pd","delta.r.mix","H.mix","ou.mix","VEC.mix","numa","EI","mean","sd"
"84133",0.272,0.478,0,0.25,0,0,0,0,0,0,0,0.812071837,0.192577884,0.253139362,0.551351351,0.25,0.95652485406484,32.528173803603,2.99551088386323
"84132",0.274,0.478,0,0.248,0,0,0,0,0,0,0,0.807943296,0.194054364,0.253104551,0.551351351,0.25,0.905011648795291,32.3834747663251,3.02028469505041
"42117",0.274,0.476,0,0.25,0,0,0,0,0,0,0,0.808916549,0.194060542,0.254639756,0.535135135,0.25,0.870299271340165,31.8698716811674,3.45158969838428
"84131",0.276,0.478,0,0.246,0,0,0,0,0,0,0,0.803798113,0.195530845,0.253047716,0.551351351,0.25,0.858207068072648,32.2481842004863,3.04109517765495
"42116",0.276,0.476,0,0.248,0,0,0,0,0,0,0,0.804800521,0.195530845,0.254592737,0.535135135,0.25,0.835119086094553,31.7566993144077,3.46687347960594
"84130",0.278,0.478,0,0.244,0,0,0,0,0,0,0,0.79963621,0.197007325,0.252968832,0.551351351,0.25,0.812480825229328,32.1138872908539,3.05812922093274
"42115",0.278,0.476,0,0.246,0,0,0,0,0,0,0,0.800667885,0.197001147,0.254523746,0.535135135,0.25,0.801356293415352,31.646116553822,3.48021170400433
"168164",0.27,0.482,0,0.248,0,0,0,0,0,0,0,0.814145586,0.191286736,0.250152136,0.583783784,0.25,0.774029848096971,32.0583788347292,3.01192494257219
"168165",0.268,0.482,0,0.25,0,0,0,0,0,0,0,0.818299276,0.1897979,0.250162345,0.583783784,0.25,0.773770744714907,32.0446610652995,3.02472293825067
"42114",0.28,0.476,0,0.244,0,0,0,0,0,0,0,0.796518565,0.19847145,0.254432755,0.535135135,0.25,0.768047901920317,31.5352873987114,3.49180288904551
"84129",0.28,0.478,0,0.242,0,0,0,0,0,0,0,0.795457509,0.198483805,0.252867869,0.551351351,0.25,0.767334105922897,31.9793306385421,3.0714291907531
"168163",0.272,0.482,0,0.246,0,0,0,0,0,0,0,0.809975185,0.192775571,0.250119797,0.583783784,0.25,0.738531643979295,31.9405866828672,3.03196226501091
"42113",0.282,0.476,0,0.242,0,0,0,0,0,0,0,0.79235248,0.199941753,0.254319735,0.535135135,0.25,0.735408045004275,31.4246804093982,3.50180693872183
"84128",0.282,0.478,0,0.24,0,0,0,0,0,0,0,0.791261927,0.199960286,0.252744794,0.551351351,0.25,0.723175014955674,31.8456008557978,3.08103308748887
"168162",0.274,0.482,0,0.244,0,0,0,0,0,0,0,0.805787994,0.194264407,0.250065302,0.583783784,0.25,0.705726806867837,31.8295949889408,3.04885162299194
"42112",0.284,0.476,0,0.24,0,0,0,0,0,0,0,0.788169551,0.201412055,0.254184652,0.535135135,0.25,0.702071849967807,31.3097532031851,3.51039024659745
"168161",0.276,0.482,0,0.242,0,0,0,0,0,0,0,0.801583933,0.195753243,0.249988625,0.583783784,0.25,0.676935208070308,31.7293485368169,3.06329792971939
"84127",0.284,0.478,0,0.238,0,0,0,0,0,0,0,0.787049385,0.201436766,0.252599573,0.551351351,0.25,0.675452008205364,31.6978191803741,3.08811268509974
"42111",0.286,0.476,0,0.238,0,0,0,0,0,0,0,0.783969696,0.202882358,0.25402747,0.535135135,0.25,0.664457486000649,31.1772927918718,3.51820553322915
"294191",0.306,0.488,0,0.206,0,0,0,0,0,0,0,0.73120108,0.219253376,0.241145417,0.632432432,0.25,0.66274504721914,31.946515675564,2.82252992164163
"294183",0.322,0.488,0,0.19,0,0,0,0,0,0,0,0.694018139,0.231312329,0.236699933,0.632432432,0.25,0.661182482707068,31.8286006648234,2.92856781184081
"294184",0.32,0.488,0,0.192,0,0,0,0,0,0,0,0.698733117,0.22980496,0.23733908,0.632432432,0.25,0.658694823377554,31.8466572120451,2.90502145651693
"294190",0.308,0.488,0,0.204,0,0,0,0,0,0,0,0.726619612,0.220760745,0.2406725,0.632432432,0.25,0.657722753546269,31.9467934266561,2.80869312769098
"294185",0.318,0.488,0,0.194,0,0,0,0,0,0,0,0.703428716,0.228297591,0.237954173,0.632432432,0.25,0.653464447154424,31.8600906307037,2.87827654947763
"294189",0.31,0.488,0,0.202,0,0,0,0,0,0,0,0.722019374,0.222268114,0.240176124,0.632432432,0.25,0.651986450815152,31.9275486026181,2.81126103298479
"168160",0.278,0.482,0,0.24,0,0,0,0,0,0,0,0.797362921,0.197242079,0.249889735,0.583783784,0.25,0.647102681817759,31.6279162696422,3.07298373975684
"294186",0.316,0.488,0,0.196,0,0,0,0,0,0,0,0.708105038,0.226790222,0.238545322,0.632432432,0.25,0.646952917311041,31.8732420645285,2.84829969398404
"294192",0.304,0.488,0,0.208,0,0,0,0,0,0,0,0.735763876,0.217746007,0.241594961,0.632432432,0.25,0.644974829630353,31.8538386213327,2.86091082711953
"294188",0.312,0.488,0,0.2,0,0,0,0,0,0,0,0.717400265,0.223775483,0.239656198,0.632432432,0.25,0.644711715984509,31.9075786520706,2.81020594381053
"294182",0.324,0.488,0,0.188,0,0,0,0,0,0,0,0.689283674,0.232819698,0.23603662,0.632432432,0.25,0.641664286796553,31.7380818201396,2.95816943134681
"294187",0.314,0.488,0,0.198,0,0,0,0,0,0,0,0.712762187,0.225282852,0.23911263,0.632432432,0.25,0.639187418094014,31.8861126509242,2.81516538426896
"210180",0.268,0.484,0,0.248,0,0,0,0,0,0,0,0.817205177,0.189995587,0.248687534,0.6,0.25,0.631827537105754,31.8181093612147,2.85786530560386
"210179",0.27,0.484,0,0.246,0,0,0,0,0,0,0,0.813022104,0.191490601,0.248667537,0.6,0.25,0.631800098861347,31.8220288209335,2.85418824035586
"42110",0.288,0.476,0,0.236,0,0,0,0,0,0,0,0.779752835,0.204352661,0.253848152,0.535135135,0.25,0.627753562923086,31.044459877786,3.524237610605
"294193",0.302,0.488,0,0.21,0,0,0,0,0,0,0,0.740308096,0.216238637,0.242021213,0.632432432,0.25,0.624417784408152,31.7521940193846,2.89765781314246
"84126",0.286,0.478,0,0.236,0,0,0,0,0,0,0,0.7828198,0.202913247,0.252432169,0.551351351,0.25,0.62433888468406,31.5341958806351,3.0927275695578
"294181",0.326,0.488,0,0.186,0,0,0,0,0,0,0,0.684529618,0.234327067,0.235349024,0.632432432,0.25,0.619180174566927,31.6382435407606,2.98576021894097
"294204",0.28,0.488,0,0.232,0,0,0,0,0,0,0,0.789095373,0.199657577,0.245193046,0.632432432,0.25,0.617082002336153,31.4431299585832,3.15212011113097
"168159",0.28,0.482,0,0.238,0,0,0,0,0,0,0,0.793124876,0.198730915,0.2497686,0.583783784,0.25,0.616522342447731,31.5260426553117,3.0778359904557
"210181",0.266,0.484,0,0.25,0,0,0,0,0,0,0,0.821371503,0.188500574,0.248685345,0.6,0.25,0.614912400964822,31.7551411157659,2.86866342861235
"210178",0.272,0.484,0,0.244,0,0,0,0,0,0,0,0.808822206,0.192985615,0.248625329,0.6,0.25,0.61275071415447,31.7608394705633,2.857507731027
"294205",0.278,0.488,0,0.234,0,0,0,0,0,0,0,0.793423927,0.198150207,0.245345043,0.632432432,0.25,0.611778514339815,31.4076571380741,3.16784279513075
"294206",0.276,0.488,0,0.236,0,0,0,0,0,0,0,0.797735085,0.196642838,0.245474526,0.632432432,0.25,0.607578479720768,31.3788259787668,3.1807639783915
"294203",0.282,0.488,0,0.23,0,0,0,0,0,0,0,0.784749339,0.201164946,0.245018495,0.632432432,0.25,0.607152758347328,31.4243079195245,3.1401503170665
"294207",0.274,0.488,0,0.238,0,0,0,0,0,0,0,0.802028932,0.195135469,0.245581535,0.632432432,0.25,0.602926722755586,31.3515599864884,3.19088241763229
"210177",0.274,0.484,0,0.242,0,0,0,0,0,0,0,0.804605402,0.194480628,0.248560885,0.6,0.25,0.600344690448725,31.7181550142554,2.86154009755757
"294194",0.3,0.488,0,0.212,0,0,0,0,0,0,0,0.744833836,0.214731268,0.242424253,0.632432432,0.25,0.600226199553067,31.6405792421394,2.93053180313928
"294208",0.272,0.488,0,0.24,0,0,0,0,0,0,0,0.806305553,0.1936281,0.245666104,0.632432432,0.25,0.597438821489733,31.3245242497551,3.19823270999219
"294180",0.328,0.488,0,0.184,0,0,0,0,0,0,0,0.679755863,0.235834437,0.234637024,0.632432432,0.25,0.59715000235571,31.5406081387782,3.01014246324158
"294209",0.27,0.488,0,0.242,0,0,0,0,0,0,0,0.810565031,0.192120731,0.245728268,0.632432432,0.25,0.596586531249371,31.312293730652,3.20622911382954
"294210",0.268,0.488,0,0.244,0,0,0,0,0,0,0,0.814807449,0.190613362,0.245768055,0.632432432,0.25,0.596227655483536,31.3030364500097,3.21309892096055
"294202",0.284,0.488,0,0.228,0,0,0,0,0,0,0,0.780385737,0.202672315,0.244821345,0.632432432,0.25,0.596154960627312,31.4053490010573,3.12502846903643
"42109",0.29,0.476,0,0.234,0,0,0,0,0,0,0,0.775518885,0.205822964,0.253646656,0.535135135,0.25,0.591745676746059,30.9079460988936,3.5305292543104
"210176",0.276,0.484,0,0.24,0,0,0,0,0,0,0,0.800371611,0.195975642,0.248474176,0.6,0.25,0.590083698466941,31.6843342500157,2.8631102084356
"168158",0.282,0.482,0,0.236,0,0,0,0,0,0,0,0.788869716,0.200219751,0.249625184,0.583783784,0.25,0.585047837824937,31.4226996068574,3.07811370367565
"294201",0.286,0.488,0,0.226,0,0,0,0,0,0,0,0.77600448,0.204179684,0.244601548,0.632432432,0.25,0.584150593672431,31.3865447683801,3.10663507885679
"101",0.276,0.474,0,0.25,0,0,0,0,0,0,0,0.805733498,0.195604977,0.256148329,0.518918919,0.25,0.581323692194753,30.1552209135995,4.09706476320737
"294211",0.266,0.488,0,0.246,0,0,0,0,0,0,0,0.819032887,0.189105992,0.245785494,0.632432432,0.25,0.578925295851773,31.2329015279313,3.22214480805229
"210175",0.278,0.484,0,0.238,0,0,0,0,0,0,0,0.796120751,0.197470656,0.248365169,0.6,0.25,0.5781742913537,31.6507494350772,2.85943859587681
"294195",0.298,0.488,0,0.214,0,0,0,0,0,0,0,0.749341192,0.213223899,0.242804158,0.632432432,0.25,0.576344281761302,31.5300768650275,2.96013053424278
"84125",0.288,0.478,0,0.234,0,0,0,0,0,0,0,0.778573091,0.204389727,0.252242542,0.551351351,0.25,0.574770218984087,31.3701323735335,3.093547077522
"294200",0.288,0.488,0,0.224,0,0,0,0,0,0,0,0.77160548,0.205687053,0.244359054,0.632432432,0.25,0.57070120554695,31.366539159514,3.0848070560636
"294197",0.294,0.488,0,0.218,0,0,0,0,0,0,0,0.758301129,0.210209161,0.243494843,0.632432432,0.25,0.567910939763479,31.4354620737011,3.01773560131885
"294196",0.296,0.488,0,0.216,0,0,0,0,0,0,0,0.753830259,0.21171653,0.243160998,0.632432432,0.25,0.567184896864845,31.4656211749152,2.9896983303039
"210174",0.28,0.484,0,0.236,0,0,0,0,0,0,0,0.791852739,0.198965669,0.248233829,0.6,0.25,0.565332733830885,31.6196415832072,2.85050832042531
"294199",0.29,0.488,0,0.222,0,0,0,0,0,0,0,0.767188648,0.207194422,0.24409381,0.632432432,0.25,0.564555894817956,31.3687716043226,3.06504510190988
"294198",0.292,0.488,0,0.22,0,0,0,0,0,0,0,0.762753895,0.208701792,0.24380576,0.632432432,0.25,0.564549214632869,31.3941778512727,3.04336097591648
"294179",0.33,0.488,0,0.182,0,0,0,0,0,0,0,0.674962299,0.237341806,0.233900494,0.632432432,0.25,0.562327025991576,31.3973085504033,3.03423975039993
"100",0.278,0.474,0,0.248,0,0,0,0,0,0,0,0.801629942,0.197069102,0.256089161,0.518918919,0.25,0.561533785051962,30.0688425377223,4.09940469363191
"294212",0.264,0.488,0,0.248,0,0,0,0,0,0,0,0.823241428,0.187598623,0.245780608,0.632432432,0.25,0.560322241599587,31.1587703630275,3.22932591786797
"42108",0.292,0.476,0,0.232,0,0,0,0,0,0,0,0.771267763,0.207293266,0.253422939,0.535135135,0.25,0.556497825090875,30.7686796872503,3.53626226309837
"294213",0.262,0.488,0,0.25,0,0,0,0,0,0,0,0.827433151,0.186091254,0.245753418,0.632432432,0.25,0.549305636313366,31.1084729116883,3.23813522542312
"210173",0.282,0.484,0,0.234,0,0,0,0,0,0,0,0.787567491,0.200460683,0.24808012,0.6,0.25,0.545303999395798,31.5648559820772,2.84111270535804
"294284",0.322,0.486,0.002,0.19,0,0,0,0,0,0,0,0.692691874,0.237960462,0.248183598,0.635135135,0.5,0.544221972499713,31.5803801433875,2.82456164987066
"99",0.28,0.474,0,0.246,0,0,0,0,0,0,0,0.797509813,0.198533227,0.256008071,0.518918919,0.25,0.54201021657575,29.9823364480161,4.10094631166834
"294285",0.32,0.486,0.002,0.192,0,0,0,0,0,0,0,0.697406609,0.236452211,0.24882127,0.635135135,0.5,0.541187210941288,31.5792571071337,2.81683707542513
"168157",0.284,0.482,0,0.234,0,0,0,0,0,0,0,0.784597358,0.201708587,0.249459447,0.583783784,0.25,0.540285000667484,31.2662768075632,3.08030316201316
"294286",0.318,0.486,0.002,0.194,0,0,0,0,0,0,0,0.702101958,0.234943959,0.249434821,0.635135135,0.5,0.532965180688818,31.5587571420781,2.81091629846628
"294283",0.324,0.486,0.002,0.188,0,0,0,0,0,0,0,0.687957648,0.239468714,0.247521694,0.635135135,0.5,0.527154545536072,31.4929668508977,2.8505024958301
"84124",0.29,0.478,0,0.232,0,0,0,0,0,0,0,0.774309173,0.205866208,0.252030648,0.551351351,0.25,0.526386483439678,31.2024610640177,3.09196999328177
"42107",0.294,0.476,0,0.23,0,0,0,0,0,0,0,0.766999385,0.208763569,0.253176954,0.535135135,0.25,0.525663991201742,30.6407157819445,3.54173426883934
"294178",0.332,0.488,0,0.18,0,0,0,0,0,0,0,0.670148818,0.238849175,0.233139305,0.632432432,0.25,0.524816310527034,31.2403916943827,3.05590155685748
"294287",0.316,0.486,0.002,0.196,0,0,0,0,0,0,0,0.706778026,0.233435707,0.250024361,0.635135135,0.5,0.524574433940048,31.5402778255898,2.80257658451104
"98",0.282,0.474,0,0.244,0,0,0,0,0,0,0,0.793373033,0.199997352,0.25590503,0.518918919,0.25,0.522944497090079,29.8957974119271,4.10224716495278
"294288",0.314,0.486,0.002,0.198,0,0,0,0,0,0,0,0.711434916,0.231927456,0.250589996,0.635135135,0.5,0.515386850196701,31.5216855946342,2.79182907045396
"210172",0.284,0.484,0,0.232,0,0,0,0,0,0,0,0.783264925,0.201955697,0.247904001,0.6,0.25,0.512970929454093,31.4623970992284,2.83511447511612
"294282",0.326,0.486,0.002,0.186,0,0,0,0,0,0,0,0.683203825,0.240976966,0.246835439,0.635135135,0.5,0.510347978381921,31.4067822780145,2.87426658670779
"294289",0.312,0.486,0.002,0.2,0,0,0,0,0,0,0,0.716072729,0.230419204,0.251131825,0.635135135,0.5,0.508598690641669,31.5108714511499,2.78126942943455
"294290",0.31,0.486,0.002,0.202,0,0,0,0,0,0,0,0.720691568,0.228910952,0.251649948,0.635135135,0.5,0.504701023228344,31.5102111229752,2.77045821029257
"97",0.284,0.474,0,0.242,0,0,0,0,0,0,0,0.789219523,0.201461477,0.255780007,0.518918919,0.25,0.504350657645686,29.8098330009212,4.10292445167363
"294291",0.308,0.486,0.002,0.204,0,0,0,0,0,0,0,0.725291531,0.227402701,0.252144457,0.635135135,0.5,0.497124575368264,31.5007180763502,2.75633369183394
"42106",0.296,0.476,0,0.228,0,0,0,0,0,0,0,0.762713668,0.210233872,0.252908651,0.535135135,0.25,0.496450404912719,30.5154837232718,3.54587247505728
"168156",0.286,0.482,0,0.232,0,0,0,0,0,0,0,0.780307719,0.203197423,0.249271351,0.583783784,0.25,0.496060100949474,31.1085153588884,3.07715885045095
"294281",0.328,0.486,0.002,0.184,0,0,0,0,0,0,0,0.678430297,0.242485218,0.246124711,0.635135135,0.5,0.493684738369262,31.3208808310836,2.89635995359531
"294177",0.334,0.488,0,0.178,0,0,0,0,0,0,0,0.665315308,0.240356544,0.232353322,0.632432432,0.25,0.490655130897822,31.0924307027324,3.07362209307075
"294292",0.306,0.486,0.002,0.206,0,0,0,0,0,0,0,0.729872719,0.225894449,0.252615443,0.635135135,0.5,0.487876427870031,31.4872839987388,2.74049497807916
"252195",0.268,0.486,0,0.246,0,0,0,0,0,0,0,0.816041327,0.190267408,0.24722283,0.616216216,0.25,0.484429905786313,31.3044101014729,2.88219586713307
"252194",0.27,0.486,0,0.244,0,0,0,0,0,0,0,0.81182868,0.191768599,0.247192974,0.616216216,0.25,0.483522626831721,31.3045546947608,2.87935030556546
"96",0.286,0.474,0,0.24,0,0,0,0,0,0,0,0.785049204,0.202925602,0.255632968,0.518918919,0.25,0.482910239889469,29.7080671632216,4.10337443248623
"294386",0.32,0.484,0.004,0.192,0,0,0,0,0,0,0,0.696079084,0.243092401,0.258354508,0.637837838,0.5,0.482066767620934,31.4945507747521,2.71728467375147
"210171",0.286,0.484,0,0.23,0,0,0,0,0,0,0,0.778944953,0.20345071,0.247705428,0.6,0.25,0.480037643793957,31.360039148069,2.82320279847378
"84123",0.292,0.478,0,0.23,0,0,0,0,0,0,0,0.770027963,0.207342688,0.251796442,0.551351351,0.25,0.479983217840883,31.0340130675119,3.08762984631745
"294385",0.322,0.484,0.004,0.19,0,0,0,0,0,0,0,0.691364591,0.244601536,0.257718077,0.637837838,0.5,0.479825830206919,31.4755152694197,2.7266196327466
"252192",0.274,0.486,0,0.24,0,0,0,0,0,0,0,0.803352477,0.194770982,0.247066358,0.616216216,0.25,0.476540677384626,31.284920875593,2.87440667026873
"252191",0.276,0.486,0,0.238,0,0,0,0,0,0,0,0.799088758,0.196272174,0.246969539,0.616216216,0.25,0.47620589751657,31.2894887544552,2.86965991599654
"252193",0.272,0.486,0,0.242,0,0,0,0,0,0,0,0.80759909,0.193269791,0.247140826,0.616216216,0.25,0.475708493421273,31.2814699310362,2.87471322188733
"260044",0.32,0.486,0,0.188,0,0,0,0.006,0,0,0,0.693967752,0.246611067,0.264014235,0.632432432,0.5,0.47442259875711,31.2566745912511,2.89104991105322
"252190",0.278,0.486,0,0.236,0,0,0,0,0,0,0,0.79480785,0.197773365,0.246850335,0.616216216,0.25,0.474383605685185,31.2944203110899,2.86012395512367
"252189",0.28,0.486,0,0.234,0,0,0,0,0,0,0,0.79050967,0.199274557,0.246708709,0.616216216,0.25,0.472359311548288,31.304461328536,2.84579887149436
"294387",0.318,0.484,0.004,0.194,0,0,0,0,0,0,0,0.700774186,0.241583267,0.258966752,0.637837838,0.5,0.471326044647263,31.4591445933768,2.7150980769948
"42105",0.298,0.476,0,0.226,0,0,0,0,0,0,0,0.758410524,0.211704174,0.252617979,0.535135135,0.25,0.468394471976749,30.3923454937319,3.5479411497083
"252196",0.266,0.486,0,0.248,0,0,0,0,0,0,0,0.820237112,0.188766217,0.24723042,0.616216216,0.25,0.468079855826381,31.2355288621486,2.88895720326033
"260043",0.322,0.486,0,0.186,0,0,0,0.006,0,0,0,0.689185536,0.248117554,0.263346457,0.632432432,0.5,0.467559850124047,31.209756268918,2.90823511698505
"294384",0.324,0.484,0.004,0.188,0,0,0,0,0,0,0,0.686630601,0.24611067,0.257057344,0.637837838,0.5,0.465490570408385,31.4013316742472,2.74558325855371
"294293",0.304,0.486,0.002,0.208,0,0,0,0,0,0,0,0.73443523,0.224386197,0.253062991,0.635135135,0.5,0.464836532938086,31.3920818345032,2.75124566079622
"294280",0.33,0.486,0.002,0.182,0,0,0,0,0,0,0,0.673636955,0.243993469,0.245389386,0.635135135,0.5,0.46345547895328,31.1628680081288,2.93343468675536
"294176",0.336,0.488,0,0.176,0,0,0,0,0,0,0,0.660461658,0.241863913,0.231542407,0.632432432,0.25,0.462020446569242,30.9643115488999,3.08688727873163
"95",0.288,0.474,0,0.238,0,0,0,0,0,0,0,0.780861995,0.204389727,0.255463878,0.518918919,0.25,0.461805819336151,29.6055143855717,4.1030258144519
"260045",0.318,0.486,0,0.19,0,0,0,0.006,0,0,0,0.69873028,0.24510458,0.264657442,0.632432432,0.5,0.460552474172579,31.2060691791045,2.8897636869298
"294388",0.316,0.484,0.004,0.196,0,0,0,0,0,0,0,0.705450001,0.240074133,0.259554919,0.637837838,0.5,0.459836320168215,31.424562930639,2.70948930993169
"252188",0.282,0.486,0,0.232,0,0,0,0,0,0,0,0.786194132,0.200775748,0.246544623,0.616216216,0.25,0.458838960517266,31.2664797131657,2.83571081882039
"260042",0.324,0.486,0,0.184,0,0,0,0.006,0,0,0,0.684383522,0.24962404,0.262653985,0.632432432,0.5,0.457298935657957,31.1487109031675,2.92580579525534
"296809",0.32,0.488,0,0.19,0,0,0,0.002,0,0,0,0.696461228,0.2355988,0.247193297,0.637837838,0.5,0.45631896611936,31.3068501636751,2.7952757373418
"296808",0.322,0.488,0,0.188,0,0,0,0.002,0,0,0,0.691712761,0.237107934,0.246540578,0.637837838,0.5,0.454597587301,31.2853253122488,2.80751140660472
"294383",0.326,0.484,0.004,0.186,0,0,0,0,0,0,0,0.681877008,0.247619804,0.256372193,0.637837838,0.5,0.454467320250893,31.3410884019511,2.76178234155521
"168155",0.288,0.482,0,0.23,0,0,0,0,0,0,0,0.776000712,0.204686259,0.249060849,0.583783784,0.25,0.452479687173568,30.9494039119949,3.06852737768383
"252197",0.264,0.486,0,0.25,0,0,0,0,0,0,0,0.824416116,0.187265025,0.247215765,0.616216216,0.25,0.451557628279852,31.1688605119083,2.89194874216215
"294389",0.314,0.484,0.004,0.198,0,0,0,0,0,0,0,0.710106633,0.238564999,0.260119113,0.637837838,0.5,0.44707393980355,31.3861640812939,2.70262030411604
"296810",0.318,0.488,0,0.192,0,0,0,0.002,0,0,0,0.701190162,0.234089666,0.247821741,0.637837838,0.5,0.446944128528053,31.2798692480741,2.78855797727935
"260041",0.326,0.486,0,0.182,0,0,0,0.006,0,0,0,0.679561602,0.251130527,0.261936694,0.632432432,0.5,0.446926323148738,31.0883284190298,2.94164930475666
"210170",0.288,0.484,0,0.228,0,0,0,0,0,0,0,0.774607492,0.204945724,0.247484356,0.6,0.25,0.446548045659459,31.2576991982445,2.80522411226017
"260046",0.316,0.486,0,0.192,0,0,0,0.006,0,0,0,0.703473225,0.243598094,0.265276192,0.632432432,0.5,0.444811495432664,31.1505676687953,2.88564533971864
"94",0.29,0.474,0,0.236,0,0,0,0,0,0,0,0.776657814,0.205853852,0.255272696,0.518918919,0.25,0.440914158293538,29.5002005643099,4.10276644959227
"42104",0.3,0.476,0,0.224,0,0,0,0,0,0,0,0.75408987,0.213174477,0.252304882,0.535135135,0.25,0.440539996087071,30.2668685842787,3.54814446650208
"296807",0.324,0.488,0,0.186,0,0,0,0.002,0,0,0,0.686944654,0.238617068,0.245863468,0.637837838,0.5,0.43978810022513,31.2000898900554,2.83058824972769
"84122",0.294,0.478,0,0.228,0,0,0,0,0,0,0,0.765729376,0.208819169,0.251539875,0.551351351,0.25,0.439272214136733,30.8776838252611,3.08234075634092
"252187",0.284,0.486,0,0.23,0,0,0,0,0,0,0,0.781861151,0.202276939,0.246358033,0.616216216,0.25,0.438977012820509,31.2040902711427,2.8248831978695
"294382",0.328,0.484,0.004,0.184,0,0,0,0,0,0,0,0.677103705,0.249128938,0.255662501,0.637837838,0.5,0.438048373226831,31.2538975371601,2.78215460383169
"296811",0.316,0.488,0,0.194,0,0,0,0.002,0,0,0,0.705899669,0.232580531,0.248426024,0.637837838,0.5,0.436747252123576,31.2525193103115,2.77925058073507
"294175",0.338,0.488,0,0.174,0,0,0,0,0,0,0,0.655587754,0.243371282,0.230706414,0.632432432,0.25,0.436695021045968,30.8476004559883,3.09730717807966
"294294",0.302,0.486,0.002,0.21,0,0,0,0,0,0,0,0.73897916,0.222877945,0.253487186,0.635135135,0.5,0.436207680251295,31.2604379424581,2.77123789268568
"262669",0.32,0.486,0,0.186,0,0,0,0.008,0,0,0,0.691544755,0.252413732,0.270715984,0.637837838,0.5,0.43606825631849,31.2820753808931,2.75343314566487
"294279",0.332,0.486,0.002,0.18,0,0,0,0,0,0,0,0.668823689,0.245501721,0.244629332,0.635135135,0.5,0.434362106126044,31.0042256042951,2.96826485247586
"262670",0.318,0.486,0,0.188,0,0,0,0.008,0,0,0,0.696341129,0.250905481,0.271373421,0.637837838,0.5,0.433364510015051,31.2826671549148,2.74464342418827
"294390",0.312,0.484,0.004,0.2,0,0,0,0,0,0,0,0.714744184,0.237055864,0.260659437,0.637837838,0.5,0.432325416349648,31.3382746247204,2.6966753308007
"260047",0.314,0.486,0,0.194,0,0,0,0.006,0,0,0,0.708196695,0.242091607,0.2658706,0.632432432,0.5,0.428946043416742,31.0967055403959,2.87865620996612
"42102",0.304,0.476,0,0.22,0,0,0,0,0,0,0,0.745395677,0.216115083,0.251611179,0.535135135,0.25,0.428346388731301,30.1693751524359,3.57794690548402
"42101",0.306,0.476,0,0.218,0,0,0,0,0,0,0,0.741021962,0.217585385,0.251230447,0.535135135,0.25,0.426925682951294,30.1355044351094,3.597726321657
"262668",0.322,0.486,0,0.184,0,0,0,0.008,0,0,0,0.686728534,0.253921984,0.270033742,0.637837838,0.5,0.426122283636918,31.2171586488686,2.77458123023146
"296812",0.314,0.488,0,0.196,0,0,0,0.002,0,0,0,0.710589853,0.231071397,0.249006253,0.637837838,0.5,0.425995370417402,31.2257672625755,2.76733988339075
"42103",0.302,0.476,0,0.222,0,0,0,0,0,0,0,0.749751616,0.21464478,0.251969302,0.535135135,0.25,0.425780285150124,30.1866937993248,3.55642366057358
"296806",0.326,0.488,0,0.184,0,0,0,0.002,0,0,0,0.682156799,0.240126202,0.245161847,0.637837838,0.5,0.425066114352233,31.1160919070355,2.85119539725218
"42100",0.308,0.476,0,0.216,0,0,0,0,0,0,0,0.736630382,0.219055688,0.25082704,0.535135135,0.25,0.425035481111387,30.1002473843286,3.61678581013441
"260040",0.328,0.486,0,0.18,0,0,0,0.006,0,0,0,0.674719663,0.252637014,0.261194455,0.632432432,0.5,0.424888320068629,30.9665187802411,2.96743957070249
"42099",0.31,0.476,0,0.214,0,0,0,0,0,0,0,0.732220848,0.220525991,0.250400888,0.535135135,0.25,0.422756846965506,30.0638619263803,3.63519238175759
"294391",0.31,0.484,0.004,0.202,0,0,0,0,0,0,0,0.719362754,0.23554673,0.261175989,0.637837838,0.5,0.421834321633759,31.3067918901337,2.68977044826082
"93",0.292,0.474,0,0.234,0,0,0,0,0,0,0,0.772436581,0.207317977,0.255059381,0.518918919,0.25,0.42029271501563,29.3928455505451,4.10215581608339
"262671",0.316,0.486,0,0.19,0,0,0,0.008,0,0,0,0.701117765,0.249397229,0.272006174,0.637837838,0.5,0.419045809100594,31.2287822527335,2.74331527069737
"296813",0.312,0.488,0,0.198,0,0,0,0.002,0,0,0,0.715260817,0.229562263,0.249562532,0.637837838,0.5,0.417956426723821,31.2110385388304,2.75397770267864
"252186",0.286,0.486,0,0.228,0,0,0,0,0,0,0,0.777510642,0.203778131,0.246148895,0.616216216,0.25,0.417956065690909,31.1418969438832,2.80851735271389
"262667",0.324,0.486,0,0.182,0,0,0,0.008,0,0,0,0.681892357,0.255430236,0.269326572,0.637837838,0.5,0.41615481068839,31.1547328331978,2.7927529464362
"42098",0.312,0.476,0,0.212,0,0,0,0,0,0,0,0.727793267,0.221996293,0.249951918,0.535135135,0.25,0.413988898248584,29.997418078482,3.65216804083681
"260048",0.312,0.486,0,0.196,0,0,0,0.006,0,0,0,0.712900794,0.24058512,0.266440773,0.632432432,0.5,0.413358916020207,31.0460592989429,2.86884784001024
"296814",0.31,0.488,0,0.2,0,0,0,0.002,0,0,0,0.719912665,0.228053129,0.250094963,0.637837838,0.5,0.413152882388412,31.2091743174016,2.74042039098989
"210169",0.29,0.484,0,0.226,0,0,0,0,0,0,0,0.770252453,0.206440738,0.247240735,0.6,0.25,0.412556744870361,31.1543281155942,2.78173322357858
